NumberOfParameters;ValidValues;InvalidValues;ErrorHandlers;Strength;Size;NoOfVariants;IndexOfIncorrectEH;Absolute;
12;2;1;6;3;71;100;2;100;
12;2;1;6;4;262;100;0;100;
12;2;1;6;1;3;100;1;74;
12;2;1;6;5;885;100;5;100;
12;2;1;6;5;885;100;3;100;
12;2;1;6;5;885;100;2;100;
12;2;1;6;4;262;100;5;100;
12;2;1;6;1;3;100;2;34;
12;2;1;6;5;885;100;1;100;
12;2;1;6;1;3;100;0;100;
12;2;1;6;2;20;100;1;100;
12;2;1;6;3;71;100;5;99;
12;2;1;6;4;262;100;2;100;
12;2;1;6;2;20;100;5;61;
12;2;1;6;2;20;100;2;99;
12;2;1;6;1;3;100;5;14;
12;2;1;6;2;20;100;4;82;
12;2;1;6;1;3;100;4;22;
12;2;1;6;2;20;100;3;96;
12;2;1;6;5;885;100;4;100;
12;2;1;6;4;262;100;4;100;
12;2;1;6;4;262;100;1;100;
12;2;1;6;2;20;100;0;100;
12;2;1;6;3;71;100;4;100;
12;2;1;6;3;71;100;1;100;
12;2;1;6;5;885;100;0;100;
12;2;1;6;3;71;100;0;100;
12;2;1;6;4;262;100;3;100;
12;2;1;6;1;3;100;3;35;
12;2;1;6;3;71;100;3;100;
