NumberOfParameters;ValidValues;InvalidValues;ErrorHandlers;Strength;Size;NoOfVariants;IndexOfIncorrectEH;Absolute;
18;1;5;6;5;42102;100;0;100;
18;1;5;6;5;42102;100;2;100;
18;1;5;6;2;75;100;5;1;
18;1;5;6;4;5650;100;4;100;
18;1;5;6;1;6;100;1;89;
18;1;5;6;1;6;100;5;0;
18;1;5;6;5;42102;100;3;100;
18;1;5;6;1;6;100;2;10;
18;1;5;6;3;689;100;5;6;
18;1;5;6;1;6;100;0;100;
18;1;5;6;2;75;100;3;23;
18;1;5;6;3;689;100;2;100;
18;1;5;6;4;5650;100;5;43;
18;1;5;6;3;689;100;1;100;
18;1;5;6;2;75;100;4;4;
18;1;5;6;5;42102;100;4;100;
18;1;5;6;1;6;100;3;5;
18;1;5;6;2;75;100;1;100;
18;1;5;6;3;689;100;0;100;
18;1;5;6;4;5650;100;2;100;
18;1;5;6;3;689;100;4;38;
18;1;5;6;2;75;100;2;93;
18;1;5;6;3;689;100;3;99;
18;1;5;6;5;42102;100;1;100;
18;1;5;6;4;5650;100;0;100;
18;1;5;6;5;42102;100;5;100;
18;1;5;6;4;5650;100;1;100;
18;1;5;6;2;75;100;0;100;
18;1;5;6;1;6;100;4;0;
18;1;5;6;4;5650;100;3;100;
