NumberOfParameters;ValidValues;InvalidValues;ErrorHandlers;Strength;Size;NoOfVariants;IndexOfIncorrectEH;Absolute;
30;1;5;6;5;58468;100;4;100;
30;1;5;6;1;6;100;4;1;
30;1;5;6;4;7473;100;4;100;
30;1;5;6;2;86;100;1;100;
30;1;5;6;5;58468;100;0;100;
30;1;5;6;2;86;100;2;96;
30;1;5;6;5;58468;100;2;100;
30;1;5;6;1;6;100;5;0;
30;1;5;6;2;86;100;4;5;
30;1;5;6;4;7473;100;2;100;
30;1;5;6;1;6;100;3;1;
30;1;5;6;1;6;100;1;82;
30;1;5;6;4;7473;100;0;100;
30;1;5;6;3;859;100;3;94;
30;1;5;6;3;859;100;2;100;
30;1;5;6;2;86;100;5;1;
30;1;5;6;4;7473;100;5;58;
30;1;5;6;1;6;100;2;10;
30;1;5;6;3;859;100;1;100;
30;1;5;6;4;7473;100;3;100;
30;1;5;6;2;86;100;0;100;
30;1;5;6;3;859;100;5;4;
30;1;5;6;3;859;100;0;100;
30;1;5;6;5;58468;100;3;100;
30;1;5;6;3;859;100;4;37;
30;1;5;6;4;7473;100;1;100;
30;1;5;6;1;6;100;0;100;
30;1;5;6;2;86;100;3;38;
30;1;5;6;5;58468;100;1;100;
30;1;5;6;5;58468;100;5;100;
