NumberOfParameters;ValidValues;InvalidValues;ErrorHandlers;Strength;Size;NoOfVariants;IndexOfIncorrectEH;Absolute;
24;1;1;6;1;2;100;3;15;
24;1;1;6;2;10;100;2;85;
24;1;1;6;5;175;100;0;100;
24;1;1;6;4;71;100;5;73;
24;1;1;6;1;2;100;1;44;
24;1;1;6;1;2;100;2;26;
24;1;1;6;3;26;100;3;89;
24;1;1;6;4;71;100;1;100;
24;1;1;6;3;26;100;1;100;
24;1;1;6;5;175;100;5;100;
24;1;1;6;2;10;100;1;100;
24;1;1;6;4;71;100;3;100;
24;1;1;6;2;10;100;3;49;
24;1;1;6;3;26;100;4;63;
24;1;1;6;2;10;100;0;100;
24;1;1;6;5;175;100;2;100;
24;1;1;6;1;2;100;0;100;
24;1;1;6;1;2;100;5;3;
24;1;1;6;3;26;100;5;32;
24;1;1;6;2;10;100;4;32;
24;1;1;6;4;71;100;4;96;
24;1;1;6;5;175;100;4;100;
24;1;1;6;4;71;100;0;100;
24;1;1;6;5;175;100;1;100;
24;1;1;6;3;26;100;2;100;
24;1;1;6;5;175;100;3;100;
24;1;1;6;2;10;100;5;13;
24;1;1;6;1;2;100;4;0;
24;1;1;6;3;26;100;0;100;
24;1;1;6;4;71;100;2;100;
