NumberOfParameters;ValidValues;InvalidValues;ErrorHandlers;Strength;Size;NoOfVariants;IndexOfIncorrectEH;Absolute;
12;5;1;6;3;564;100;0;100;
12;5;1;6;2;67;100;5;100;
12;5;1;6;5;29645;100;5;100;
12;5;1;6;1;6;100;3;62;
12;5;1;6;4;4295;100;3;100;
12;5;1;6;2;67;100;2;100;
12;5;1;6;5;29645;100;3;100;
12;5;1;6;3;564;100;4;100;
12;5;1;6;1;6;100;5;39;
12;5;1;6;4;4295;100;1;100;
12;5;1;6;2;67;100;3;100;
12;5;1;6;2;67;100;0;100;
12;5;1;6;3;564;100;2;100;
12;5;1;6;3;564;100;3;100;
12;5;1;6;4;4295;100;5;100;
12;5;1;6;4;4295;100;4;100;
12;5;1;6;3;564;100;5;100;
12;5;1;6;3;564;100;1;100;
12;5;1;6;5;29645;100;0;100;
12;5;1;6;4;4295;100;2;100;
12;5;1;6;2;67;100;4;100;
12;5;1;6;1;6;100;0;100;
12;5;1;6;5;29645;100;4;100;
12;5;1;6;5;29645;100;2;100;
12;5;1;6;1;6;100;1;83;
12;5;1;6;1;6;100;4;47;
12;5;1;6;4;4295;100;0;100;
12;5;1;6;1;6;100;2;74;
12;5;1;6;5;29645;100;1;100;
12;5;1;6;2;67;100;1;100;
