NumberOfParameters;ValidValues;InvalidValues;ErrorHandlers;Strength;Size;NoOfVariants;IndexOfIncorrectEH;Absolute;
12;3;3;6;3;564;100;4;100;
12;3;3;6;1;6;100;4;22;
12;3;3;6;3;564;100;3;100;
12;3;3;6;2;67;100;3;100;
12;3;3;6;2;67;100;0;100;
12;3;3;6;5;29645;100;4;100;
12;3;3;6;5;29645;100;1;100;
12;3;3;6;5;29645;100;0;100;
12;3;3;6;4;4295;100;1;100;
12;3;3;6;4;4295;100;2;100;
12;3;3;6;3;564;100;2;100;
12;3;3;6;4;4295;100;4;100;
12;3;3;6;2;67;100;2;100;
12;3;3;6;2;67;100;1;100;
12;3;3;6;5;29645;100;2;100;
12;3;3;6;4;4295;100;3;100;
12;3;3;6;5;29645;100;3;100;
12;3;3;6;2;67;100;4;88;
12;3;3;6;2;67;100;5;69;
12;3;3;6;1;6;100;2;74;
12;3;3;6;4;4295;100;5;100;
12;3;3;6;4;4295;100;0;100;
12;3;3;6;3;564;100;1;100;
12;3;3;6;3;564;100;5;100;
12;3;3;6;1;6;100;0;100;
12;3;3;6;1;6;100;5;7;
12;3;3;6;5;29645;100;5;100;
12;3;3;6;3;564;100;0;100;
12;3;3;6;1;6;100;3;45;
12;3;3;6;1;6;100;1;97;
