NumberOfParameters;ValidValues;InvalidValues;ErrorHandlers;Strength;Size;NoOfVariants;IndexOfIncorrectEH;Absolute;
18;1;2;6;2;20;100;5;7;
18;1;2;6;1;3;100;1;64;
18;1;2;6;4;336;100;1;100;
18;1;2;6;4;336;100;5;67;
18;1;2;6;3;88;100;5;22;
18;1;2;6;3;88;100;0;100;
18;1;2;6;5;1241;100;2;100;
18;1;2;6;4;336;100;3;100;
18;1;2;6;2;20;100;1;100;
18;1;2;6;5;1241;100;4;100;
18;1;2;6;2;20;100;3;41;
18;1;2;6;2;20;100;0;100;
18;1;2;6;5;1241;100;1;100;
18;1;2;6;5;1241;100;0;100;
18;1;2;6;1;3;100;0;100;
18;1;2;6;1;3;100;5;1;
18;1;2;6;4;336;100;0;100;
18;1;2;6;4;336;100;4;98;
18;1;2;6;3;88;100;2;100;
18;1;2;6;2;20;100;2;88;
18;1;2;6;1;3;100;3;8;
18;1;2;6;3;88;100;1;100;
18;1;2;6;3;88;100;4;60;
18;1;2;6;3;88;100;3;96;
18;1;2;6;5;1241;100;5;100;
18;1;2;6;2;20;100;4;17;
18;1;2;6;1;3;100;2;23;
18;1;2;6;5;1241;100;3;100;
18;1;2;6;1;3;100;4;1;
18;1;2;6;4;336;100;2;100;
