NumberOfParameters;ValidValues;InvalidValues;ErrorHandlers;Strength;Size;NoOfVariants;IndexOfIncorrectEH;Absolute;
30;4;1;6;4;3589;100;3;100;
30;4;1;6;5;23369;100;5;100;
30;4;1;6;4;3589;100;1;100;
30;4;1;6;4;3589;100;2;100;
30;4;1;6;4;3589;100;4;100;
30;4;1;6;2;63;100;0;100;
30;4;1;6;3;495;100;4;100;
30;4;1;6;3;495;100;1;100;
30;4;1;6;5;23369;100;1;100;
30;4;1;6;3;495;100;0;100;
30;4;1;6;1;5;100;5;41;
30;4;1;6;5;23369;100;2;100;
30;4;1;6;1;5;100;0;100;
30;4;1;6;5;23369;100;4;100;
30;4;1;6;3;495;100;3;100;
30;4;1;6;3;495;100;5;100;
30;4;1;6;1;5;100;3;51;
30;4;1;6;4;3589;100;0;100;
30;4;1;6;2;63;100;1;100;
30;4;1;6;5;23369;100;3;100;
30;4;1;6;1;5;100;4;33;
30;4;1;6;1;5;100;2;55;
30;4;1;6;2;63;100;2;100;
30;4;1;6;3;495;100;2;100;
30;4;1;6;2;63;100;3;100;
30;4;1;6;2;63;100;4;100;
30;4;1;6;1;5;100;1;85;
30;4;1;6;4;3589;100;5;100;
30;4;1;6;5;23369;100;0;100;
30;4;1;6;2;63;100;5;100;
