NumberOfParameters;ValidValues;InvalidValues;ErrorHandlers;Strength;Size;NoOfVariants;IndexOfIncorrectEH;Absolute;
24;4;1;6;4;3203;100;5;100;
24;4;1;6;3;454;100;2;100;
24;4;1;6;2;59;100;1;100;
24;4;1;6;2;59;100;4;100;
24;4;1;6;2;59;100;5;100;
24;4;1;6;1;5;100;0;100;
24;4;1;6;1;5;100;1;76;
24;4;1;6;3;454;100;1;100;
24;4;1;6;4;3203;100;2;100;
24;4;1;6;5;20482;100;3;100;
24;4;1;6;1;5;100;3;50;
24;4;1;6;4;3203;100;0;100;
24;4;1;6;5;20482;100;2;100;
24;4;1;6;1;5;100;4;40;
24;4;1;6;3;454;100;4;100;
24;4;1;6;3;454;100;3;100;
24;4;1;6;2;59;100;2;100;
24;4;1;6;5;20482;100;0;100;
24;4;1;6;5;20482;100;4;100;
24;4;1;6;4;3203;100;4;100;
24;4;1;6;5;20482;100;1;100;
24;4;1;6;3;454;100;0;100;
24;4;1;6;2;59;100;3;100;
24;4;1;6;1;5;100;2;62;
24;4;1;6;3;454;100;5;100;
24;4;1;6;4;3203;100;3;100;
24;4;1;6;4;3203;100;1;100;
24;4;1;6;1;5;100;5;34;
24;4;1;6;2;59;100;0;100;
24;4;1;6;5;20482;100;5;100;
