NumberOfParameters;ValidValues;InvalidValues;ErrorHandlers;Strength;Size;NoOfVariants;IndexOfIncorrectEH;Absolute;
12;1;3;6;2;31;100;4;15;
12;1;3;6;1;4;100;2;13;
12;1;3;6;2;31;100;0;100;
12;1;3;6;3;170;100;2;100;
12;1;3;6;4;835;100;3;100;
12;1;3;6;5;3854;100;1;100;
12;1;3;6;2;31;100;3;39;
12;1;3;6;2;31;100;5;3;
12;1;3;6;2;31;100;2;87;
12;1;3;6;5;3854;100;3;100;
12;1;3;6;4;835;100;2;100;
12;1;3;6;5;3854;100;4;100;
12;1;3;6;4;835;100;1;100;
12;1;3;6;1;4;100;4;0;
12;1;3;6;3;170;100;3;96;
12;1;3;6;3;170;100;5;12;
12;1;3;6;1;4;100;3;3;
12;1;3;6;4;835;100;4;94;
12;1;3;6;4;835;100;5;49;
12;1;3;6;3;170;100;1;100;
12;1;3;6;4;835;100;0;100;
12;1;3;6;5;3854;100;0;100;
12;1;3;6;1;4;100;1;73;
12;1;3;6;5;3854;100;2;100;
12;1;3;6;3;170;100;0;100;
12;1;3;6;1;4;100;5;0;
12;1;3;6;5;3854;100;5;99;
12;1;3;6;2;31;100;1;100;
12;1;3;6;1;4;100;0;100;
12;1;3;6;3;170;100;4;38;
