NumberOfParameters;ValidValues;InvalidValues;ErrorHandlers;Strength;Size;NoOfVariants;IndexOfIncorrectEH;Absolute;
24;2;1;6;3;98;100;1;100;
24;2;1;6;3;98;100;4;100;
24;2;1;6;1;3;100;3;29;
24;2;1;6;4;396;100;0;100;
24;2;1;6;5;1513;100;5;100;
24;2;1;6;2;21;100;4;85;
24;2;1;6;4;396;100;4;100;
24;2;1;6;3;98;100;2;100;
24;2;1;6;3;98;100;0;100;
24;2;1;6;4;396;100;2;100;
24;2;1;6;3;98;100;3;100;
24;2;1;6;5;1513;100;4;100;
24;2;1;6;1;3;100;2;35;
24;2;1;6;2;21;100;0;100;
24;2;1;6;4;396;100;1;100;
24;2;1;6;2;21;100;3;95;
24;2;1;6;5;1513;100;0;100;
24;2;1;6;5;1513;100;2;100;
24;2;1;6;2;21;100;2;99;
24;2;1;6;5;1513;100;1;100;
24;2;1;6;4;396;100;3;100;
24;2;1;6;1;3;100;4;19;
24;2;1;6;1;3;100;0;100;
24;2;1;6;3;98;100;5;100;
24;2;1;6;2;21;100;5;63;
24;2;1;6;1;3;100;5;13;
24;2;1;6;2;21;100;1;100;
24;2;1;6;1;3;100;1;66;
24;2;1;6;5;1513;100;3;100;
24;2;1;6;4;396;100;5;100;
