NumberOfParameters;ValidValues;InvalidValues;ErrorHandlers;Strength;Size;NoOfVariants;IndexOfIncorrectEH;Absolute;
30;1;4;6;5;23369;100;2;100;
30;1;4;6;4;3589;100;3;100;
30;1;4;6;5;23369;100;4;100;
30;1;4;6;5;23369;100;3;100;
30;1;4;6;5;23369;100;1;100;
30;1;4;6;3;495;100;1;100;
30;1;4;6;4;3589;100;0;100;
30;1;4;6;2;63;100;0;100;
30;1;4;6;3;495;100;0;100;
30;1;4;6;1;5;100;3;3;
30;1;4;6;4;3589;100;5;49;
30;1;4;6;2;63;100;2;93;
30;1;4;6;1;5;100;2;23;
30;1;4;6;1;5;100;0;100;
30;1;4;6;5;23369;100;0;100;
30;1;4;6;5;23369;100;5;100;
30;1;4;6;3;495;100;3;99;
30;1;4;6;1;5;100;4;1;
30;1;4;6;2;63;100;1;100;
30;1;4;6;1;5;100;5;0;
30;1;4;6;3;495;100;5;16;
30;1;4;6;2;63;100;3;38;
30;1;4;6;4;3589;100;2;100;
30;1;4;6;2;63;100;4;10;
30;1;4;6;3;495;100;4;47;
30;1;4;6;4;3589;100;1;100;
30;1;4;6;4;3589;100;4;99;
30;1;4;6;3;495;100;2;100;
30;1;4;6;2;63;100;5;2;
30;1;4;6;1;5;100;1;76;
