NumberOfParameters;ValidValues;InvalidValues;ErrorHandlers;Strength;Size;NoOfVariants;IndexOfIncorrectEH;Absolute;
12;2;2;6;2;31;100;0;100;
12;2;2;6;5;3854;100;5;100;
12;2;2;6;3;170;100;4;99;
12;2;2;6;4;835;100;0;100;
12;2;2;6;5;3854;100;4;100;
12;2;2;6;2;31;100;3;93;
12;2;2;6;2;31;100;4;65;
12;2;2;6;3;170;100;5;97;
12;2;2;6;1;4;100;4;11;
12;2;2;6;5;3854;100;0;100;
12;2;2;6;2;31;100;2;100;
12;2;2;6;4;835;100;5;100;
12;2;2;6;1;4;100;2;49;
12;2;2;6;4;835;100;2;100;
12;2;2;6;1;4;100;0;100;
12;2;2;6;5;3854;100;1;100;
12;2;2;6;4;835;100;4;100;
12;2;2;6;1;4;100;1;86;
12;2;2;6;2;31;100;5;49;
12;2;2;6;5;3854;100;2;100;
12;2;2;6;3;170;100;1;100;
12;2;2;6;3;170;100;2;100;
12;2;2;6;3;170;100;3;100;
12;2;2;6;3;170;100;0;100;
12;2;2;6;4;835;100;3;100;
12;2;2;6;5;3854;100;3;100;
12;2;2;6;2;31;100;1;100;
12;2;2;6;1;4;100;3;27;
12;2;2;6;4;835;100;1;100;
12;2;2;6;1;4;100;5;6;
