NumberOfParameters;ValidValues;InvalidValues;ErrorHandlers;Strength;Size;NoOfVariants;IndexOfIncorrectEH;Absolute;
12;1;2;6;2;20;100;5;8;
12;1;2;6;3;71;100;0;100;
12;1;2;6;4;262;100;0;100;
12;1;2;6;3;71;100;4;46;
12;1;2;6;4;262;100;3;100;
12;1;2;6;3;71;100;1;100;
12;1;2;6;3;71;100;3;88;
12;1;2;6;5;885;100;5;96;
12;1;2;6;1;3;100;1;63;
12;1;2;6;2;20;100;4;14;
12;1;2;6;4;262;100;5;60;
12;1;2;6;5;885;100;0;100;
12;1;2;6;4;262;100;4;95;
12;1;2;6;2;20;100;2;94;
12;1;2;6;5;885;100;3;100;
12;1;2;6;4;262;100;2;100;
12;1;2;6;4;262;100;1;100;
12;1;2;6;1;3;100;5;1;
12;1;2;6;1;3;100;2;18;
12;1;2;6;2;20;100;0;100;
12;1;2;6;5;885;100;4;100;
12;1;2;6;3;71;100;5;15;
12;1;2;6;1;3;100;4;3;
12;1;2;6;5;885;100;1;100;
12;1;2;6;1;3;100;0;100;
12;1;2;6;2;20;100;3;48;
12;1;2;6;3;71;100;2;100;
12;1;2;6;1;3;100;3;8;
12;1;2;6;5;885;100;2;100;
12;1;2;6;2;20;100;1;100;
