NumberOfParameters;ValidValues;InvalidValues;ErrorHandlers;Strength;Size;NoOfVariants;IndexOfIncorrectEH;Absolute;
18;1;3;6;2;36;100;5;1;
18;1;3;6;5;5458;100;4;100;
18;1;3;6;5;5458;100;0;100;
18;1;3;6;2;36;100;4;11;
18;1;3;6;4;1098;100;5;66;
18;1;3;6;1;4;100;2;16;
18;1;3;6;1;4;100;3;4;
18;1;3;6;2;36;100;2;94;
18;1;3;6;2;36;100;3;36;
18;1;3;6;3;202;100;3;95;
18;1;3;6;1;4;100;1;79;
18;1;3;6;5;5458;100;3;100;
18;1;3;6;3;202;100;1;100;
18;1;3;6;2;36;100;1;100;
18;1;3;6;4;1098;100;0;100;
18;1;3;6;3;202;100;0;100;
18;1;3;6;1;4;100;0;100;
18;1;3;6;4;1098;100;1;100;
18;1;3;6;5;5458;100;1;100;
18;1;3;6;5;5458;100;2;100;
18;1;3;6;4;1098;100;3;100;
18;1;3;6;1;4;100;4;1;
18;1;3;6;3;202;100;5;15;
18;1;3;6;3;202;100;2;100;
18;1;3;6;1;4;100;5;0;
18;1;3;6;5;5458;100;5;100;
18;1;3;6;2;36;100;0;100;
18;1;3;6;4;1098;100;4;99;
18;1;3;6;3;202;100;4;54;
18;1;3;6;4;1098;100;2;100;
