NumberOfParameters;ValidValues;InvalidValues;ErrorHandlers;Strength;Size;NoOfVariants;IndexOfIncorrectEH;Absolute;
18;2;2;6;1;4;100;4;10;
18;2;2;6;2;36;100;2;100;
18;2;2;6;4;1098;100;1;100;
18;2;2;6;4;1098;100;0;100;
18;2;2;6;5;5458;100;0;100;
18;2;2;6;5;5458;100;5;100;
18;2;2;6;2;36;100;0;100;
18;2;2;6;1;4;100;5;7;
18;2;2;6;2;36;100;3;96;
18;2;2;6;3;202;100;3;100;
18;2;2;6;5;5458;100;3;100;
18;2;2;6;4;1098;100;5;100;
18;2;2;6;3;202;100;0;100;
18;2;2;6;5;5458;100;4;100;
18;2;2;6;2;36;100;4;70;
18;2;2;6;5;5458;100;2;100;
18;2;2;6;5;5458;100;1;100;
18;2;2;6;3;202;100;2;100;
18;2;2;6;1;4;100;0;100;
18;2;2;6;1;4;100;2;36;
18;2;2;6;1;4;100;3;32;
18;2;2;6;4;1098;100;2;100;
18;2;2;6;4;1098;100;4;100;
18;2;2;6;2;36;100;1;100;
18;2;2;6;3;202;100;5;98;
18;2;2;6;3;202;100;4;99;
18;2;2;6;2;36;100;5;50;
18;2;2;6;1;4;100;1;78;
18;2;2;6;3;202;100;1;100;
18;2;2;6;4;1098;100;3;100;
