NumberOfParameters;ValidValues;InvalidValues;ErrorHandlers;Strength;Size;NoOfVariants;IndexOfIncorrectEH;Absolute;
30;3;1;6;4;1448;100;3;100;
30;3;1;6;5;7555;100;4;100;
30;3;1;6;4;1448;100;5;100;
30;3;1;6;2;41;100;0;100;
30;3;1;6;3;255;100;4;100;
30;3;1;6;5;7555;100;2;100;
30;3;1;6;1;4;100;2;53;
30;3;1;6;3;255;100;5;100;
30;3;1;6;5;7555;100;5;100;
30;3;1;6;3;255;100;0;100;
30;3;1;6;2;41;100;5;95;
30;3;1;6;4;1448;100;2;100;
30;3;1;6;1;4;100;5;23;
30;3;1;6;3;255;100;2;100;
30;3;1;6;1;4;100;4;34;
30;3;1;6;2;41;100;3;100;
30;3;1;6;5;7555;100;0;100;
30;3;1;6;2;41;100;1;100;
30;3;1;6;5;7555;100;3;100;
30;3;1;6;4;1448;100;1;100;
30;3;1;6;3;255;100;1;100;
30;3;1;6;5;7555;100;1;100;
30;3;1;6;4;1448;100;4;100;
30;3;1;6;2;41;100;2;100;
30;3;1;6;2;41;100;4;98;
30;3;1;6;1;4;100;1;72;
30;3;1;6;3;255;100;3;100;
30;3;1;6;1;4;100;0;100;
30;3;1;6;4;1448;100;0;100;
30;3;1;6;1;4;100;3;43;
