NumberOfParameters;ValidValues;InvalidValues;ErrorHandlers;Strength;Size;NoOfVariants;IndexOfIncorrectEH;Absolute;
24;3;1;6;3;232;100;5;100;
24;3;1;6;2;40;100;2;100;
24;3;1;6;3;232;100;2;100;
24;3;1;6;4;1298;100;2;100;
24;3;1;6;2;40;100;4;100;
24;3;1;6;2;40;100;3;100;
24;3;1;6;4;1298;100;0;100;
24;3;1;6;3;232;100;1;100;
24;3;1;6;1;4;100;1;70;
24;3;1;6;5;6629;100;3;100;
24;3;1;6;3;232;100;3;100;
24;3;1;6;1;4;100;2;57;
24;3;1;6;5;6629;100;0;100;
24;3;1;6;2;40;100;5;90;
24;3;1;6;1;4;100;5;22;
24;3;1;6;4;1298;100;5;100;
24;3;1;6;1;4;100;4;29;
24;3;1;6;4;1298;100;1;100;
24;3;1;6;5;6629;100;4;100;
24;3;1;6;3;232;100;4;100;
24;3;1;6;4;1298;100;4;100;
24;3;1;6;5;6629;100;2;100;
24;3;1;6;2;40;100;1;100;
24;3;1;6;1;4;100;3;44;
24;3;1;6;3;232;100;0;100;
24;3;1;6;4;1298;100;3;100;
24;3;1;6;2;40;100;0;100;
24;3;1;6;5;6629;100;5;100;
24;3;1;6;5;6629;100;1;100;
24;3;1;6;1;4;100;0;100;
