NumberOfParameters;ValidValues;InvalidValues;ErrorHandlers;Strength;Size;NoOfVariants;IndexOfIncorrectEH;Absolute;
24;3;1;24;3;232;100;7;100;
24;3;1;24;1;4;100;14;2;
24;3;1;24;4;1298;100;12;100;
24;3;1;24;2;40;100;20;4;
24;3;1;24;5;6629;100;20;100;
24;3;1;24;4;1298;100;4;100;
24;3;1;24;2;40;100;5;94;
24;3;1;24;1;4;100;15;1;
24;3;1;24;5;6629;100;15;100;
24;3;1;24;2;40;100;17;13;
24;3;1;24;2;40;100;13;25;
24;3;1;24;4;1298;100;18;88;
24;3;1;24;4;1298;100;6;100;
24;3;1;24;3;232;100;10;100;
24;3;1;24;5;6629;100;18;100;
24;3;1;24;3;232;100;17;30;
24;3;1;24;1;4;100;16;0;
24;3;1;24;1;4;100;13;1;
24;3;1;24;5;6629;100;2;100;
24;3;1;24;2;40;100;14;20;
24;3;1;24;2;40;100;16;10;
24;3;1;24;5;6629;100;0;100;
24;3;1;24;2;40;100;4;99;
24;3;1;24;4;1298;100;17;93;
24;3;1;24;4;1298;100;8;100;
24;3;1;24;5;6629;100;22;95;
24;3;1;24;5;6629;100;5;100;
24;3;1;24;4;1298;100;23;37;
24;3;1;24;4;1298;100;14;100;
24;3;1;24;5;6629;100;11;100;
24;3;1;24;2;40;100;3;100;
24;3;1;24;1;4;100;19;0;
24;3;1;24;2;40;100;23;0;
24;3;1;24;2;40;100;11;49;
24;3;1;24;3;232;100;11;95;
24;3;1;24;1;4;100;17;0;
24;3;1;24;5;6629;100;23;88;
24;3;1;24;3;232;100;18;31;
24;3;1;24;2;40;100;21;7;
24;3;1;24;3;232;100;23;8;
24;3;1;24;1;4;100;1;81;
24;3;1;24;1;4;100;23;0;
24;3;1;24;1;4;100;18;1;
24;3;1;24;4;1298;100;19;75;
24;3;1;24;5;6629;100;14;100;
24;3;1;24;2;40;100;10;45;
24;3;1;24;5;6629;100;16;100;
24;3;1;24;1;4;100;21;0;
24;3;1;24;2;40;100;2;100;
24;3;1;24;5;6629;100;1;100;
24;3;1;24;3;232;100;4;100;
24;3;1;24;3;232;100;21;9;
24;3;1;24;4;1298;100;2;100;
24;3;1;24;5;6629;100;12;100;
24;3;1;24;2;40;100;0;100;
24;3;1;24;2;40;100;7;80;
24;3;1;24;1;4;100;8;17;
24;3;1;24;1;4;100;20;0;
24;3;1;24;2;40;100;9;57;
24;3;1;24;2;40;100;1;100;
24;3;1;24;2;40;100;18;6;
24;3;1;24;4;1298;100;15;100;
24;3;1;24;5;6629;100;6;100;
24;3;1;24;1;4;100;12;4;
24;3;1;24;5;6629;100;8;100;
24;3;1;24;3;232;100;15;67;
24;3;1;24;5;6629;100;3;100;
24;3;1;24;3;232;100;9;100;
24;3;1;24;5;6629;100;21;98;
24;3;1;24;5;6629;100;10;100;
24;3;1;24;3;232;100;1;100;
24;3;1;24;1;4;100;22;0;
24;3;1;24;4;1298;100;9;100;
24;3;1;24;2;40;100;15;14;
24;3;1;24;4;1298;100;5;100;
24;3;1;24;4;1298;100;10;100;
24;3;1;24;3;232;100;22;14;
24;3;1;24;1;4;100;4;21;
24;3;1;24;1;4;100;11;3;
24;3;1;24;4;1298;100;0;100;
24;3;1;24;5;6629;100;17;100;
24;3;1;24;5;6629;100;19;100;
24;3;1;24;4;1298;100;3;100;
24;3;1;24;4;1298;100;16;94;
24;3;1;24;1;4;100;0;100;
24;3;1;24;2;40;100;12;20;
24;3;1;24;1;4;100;5;24;
24;3;1;24;5;6629;100;7;100;
24;3;1;24;4;1298;100;22;35;
24;3;1;24;3;232;100;20;16;
24;3;1;24;5;6629;100;13;100;
24;3;1;24;4;1298;100;21;63;
24;3;1;24;4;1298;100;13;100;
24;3;1;24;3;232;100;3;100;
24;3;1;24;1;4;100;6;16;
24;3;1;24;2;40;100;8;65;
24;3;1;24;3;232;100;16;49;
24;3;1;24;3;232;100;5;100;
24;3;1;24;3;232;100;19;32;
24;3;1;24;5;6629;100;9;100;
24;3;1;24;3;232;100;8;100;
24;3;1;24;3;232;100;14;63;
24;3;1;24;3;232;100;12;85;
24;3;1;24;1;4;100;9;6;
24;3;1;24;1;4;100;7;16;
24;3;1;24;4;1298;100;7;100;
24;3;1;24;2;40;100;22;0;
24;3;1;24;2;40;100;6;86;
24;3;1;24;3;232;100;0;100;
24;3;1;24;2;40;100;19;6;
24;3;1;24;3;232;100;13;78;
24;3;1;24;4;1298;100;11;100;
24;3;1;24;3;232;100;6;100;
24;3;1;24;1;4;100;3;48;
24;3;1;24;4;1298;100;1;100;
24;3;1;24;3;232;100;2;100;
24;3;1;24;1;4;100;2;54;
24;3;1;24;1;4;100;10;4;
24;3;1;24;5;6629;100;4;100;
24;3;1;24;4;1298;100;20;74;
