NumberOfParameters;ValidValues;InvalidValues;ErrorHandlers;Strength;Size;NoOfVariants;IndexOfIncorrectEH;Absolute;
12;3;1;12;1;4;100;6;18;
12;3;1;12;4;835;100;3;100;
12;3;1;12;3;170;100;4;100;
12;3;1;12;3;170;100;0;100;
12;3;1;12;1;4;100;0;100;
12;3;1;12;5;3854;100;1;100;
12;3;1;12;5;3854;100;0;100;
12;3;1;12;1;4;100;5;18;
12;3;1;12;5;3854;100;7;100;
12;3;1;12;4;835;100;9;100;
12;3;1;12;5;3854;100;10;100;
12;3;1;12;3;170;100;11;86;
12;3;1;12;2;31;100;10;31;
12;3;1;12;3;170;100;6;100;
12;3;1;12;2;31;100;4;97;
12;3;1;12;4;835;100;6;100;
12;3;1;12;2;31;100;1;100;
12;3;1;12;5;3854;100;9;100;
12;3;1;12;1;4;100;8;9;
12;3;1;12;2;31;100;8;54;
12;3;1;12;4;835;100;2;100;
12;3;1;12;1;4;100;3;51;
12;3;1;12;1;4;100;11;4;
12;3;1;12;2;31;100;6;80;
12;3;1;12;1;4;100;4;37;
12;3;1;12;4;835;100;1;100;
12;3;1;12;3;170;100;5;100;
12;3;1;12;2;31;100;9;53;
12;3;1;12;2;31;100;2;100;
12;3;1;12;3;170;100;8;99;
12;3;1;12;4;835;100;11;100;
12;3;1;12;4;835;100;5;100;
12;3;1;12;3;170;100;10;95;
12;3;1;12;4;835;100;4;100;
12;3;1;12;1;4;100;1;69;
12;3;1;12;5;3854;100;5;100;
12;3;1;12;5;3854;100;6;100;
12;3;1;12;3;170;100;2;100;
12;3;1;12;5;3854;100;3;100;
12;3;1;12;1;4;100;10;5;
12;3;1;12;2;31;100;5;90;
12;3;1;12;4;835;100;8;100;
12;3;1;12;3;170;100;1;100;
12;3;1;12;5;3854;100;2;100;
12;3;1;12;5;3854;100;11;100;
12;3;1;12;2;31;100;11;21;
12;3;1;12;5;3854;100;8;100;
12;3;1;12;1;4;100;7;17;
12;3;1;12;2;31;100;0;100;
12;3;1;12;2;31;100;3;99;
12;3;1;12;3;170;100;3;100;
12;3;1;12;5;3854;100;4;100;
12;3;1;12;1;4;100;2;50;
12;3;1;12;2;31;100;7;72;
12;3;1;12;3;170;100;9;99;
12;3;1;12;1;4;100;9;7;
12;3;1;12;4;835;100;0;100;
12;3;1;12;4;835;100;10;100;
12;3;1;12;3;170;100;7;100;
12;3;1;12;4;835;100;7;100;
