NumberOfParameters;ValidValues;InvalidValues;ErrorHandlers;Strength;Size;NoOfVariants;IndexOfIncorrectEH;Absolute;
30;1;3;30;5;7555;100;23;0;
30;1;3;30;4;1448;100;25;0;
30;1;3;30;2;41;100;29;0;
30;1;3;30;1;4;100;21;0;
30;1;3;30;1;4;100;2;14;
30;1;3;30;2;41;100;14;0;
30;1;3;30;1;4;100;29;0;
30;1;3;30;4;1448;100;16;0;
30;1;3;30;2;41;100;23;0;
30;1;3;30;2;41;100;20;0;
30;1;3;30;5;7555;100;5;99;
30;1;3;30;2;41;100;12;0;
30;1;3;30;2;41;100;27;0;
30;1;3;30;3;255;100;17;0;
30;1;3;30;5;7555;100;12;0;
30;1;3;30;4;1448;100;3;100;
30;1;3;30;2;41;100;25;0;
30;1;3;30;3;255;100;12;0;
30;1;3;30;5;7555;100;19;0;
30;1;3;30;4;1448;100;26;0;
30;1;3;30;1;4;100;19;0;
30;1;3;30;2;41;100;4;15;
30;1;3;30;3;255;100;8;0;
30;1;3;30;2;41;100;15;0;
30;1;3;30;1;4;100;7;0;
30;1;3;30;1;4;100;1;69;
30;1;3;30;3;255;100;24;0;
30;1;3;30;5;7555;100;27;0;
30;1;3;30;4;1448;100;29;0;
30;1;3;30;4;1448;100;19;0;
30;1;3;30;4;1448;100;5;72;
30;1;3;30;5;7555;100;1;100;
30;1;3;30;1;4;100;20;0;
30;1;3;30;2;41;100;19;0;
30;1;3;30;5;7555;100;0;100;
30;1;3;30;2;41;100;7;1;
30;1;3;30;2;41;100;2;93;
30;1;3;30;2;41;100;8;0;
30;1;3;30;3;255;100;26;0;
30;1;3;30;3;255;100;23;0;
30;1;3;30;5;7555;100;15;0;
30;1;3;30;1;4;100;15;0;
30;1;3;30;2;41;100;6;1;
30;1;3;30;4;1448;100;10;0;
30;1;3;30;2;41;100;13;0;
30;1;3;30;4;1448;100;24;0;
30;1;3;30;1;4;100;11;0;
30;1;3;30;1;4;100;12;0;
30;1;3;30;2;41;100;18;0;
30;1;3;30;1;4;100;17;0;
30;1;3;30;4;1448;100;17;0;
30;1;3;30;5;7555;100;13;0;
30;1;3;30;5;7555;100;3;100;
30;1;3;30;2;41;100;17;0;
30;1;3;30;3;255;100;16;0;
30;1;3;30;4;1448;100;6;16;
30;1;3;30;5;7555;100;4;100;
30;1;3;30;2;41;100;28;0;
30;1;3;30;3;255;100;20;0;
30;1;3;30;2;41;100;9;0;
30;1;3;30;4;1448;100;13;0;
30;1;3;30;5;7555;100;9;1;
30;1;3;30;2;41;100;0;100;
30;1;3;30;3;255;100;25;0;
30;1;3;30;5;7555;100;26;0;
30;1;3;30;3;255;100;1;100;
30;1;3;30;1;4;100;14;0;
30;1;3;30;1;4;100;3;6;
30;1;3;30;5;7555;100;21;0;
30;1;3;30;3;255;100;0;100;
30;1;3;30;4;1448;100;9;0;
30;1;3;30;2;41;100;1;100;
30;1;3;30;3;255;100;19;0;
30;1;3;30;5;7555;100;20;0;
30;1;3;30;2;41;100;22;0;
30;1;3;30;3;255;100;7;2;
30;1;3;30;2;41;100;24;0;
30;1;3;30;5;7555;100;16;0;
30;1;3;30;4;1448;100;7;6;
30;1;3;30;1;4;100;25;0;
30;1;3;30;4;1448;100;22;0;
30;1;3;30;1;4;100;23;0;
30;1;3;30;4;1448;100;21;0;
30;1;3;30;3;255;100;13;0;
30;1;3;30;2;41;100;10;0;
30;1;3;30;5;7555;100;25;0;
30;1;3;30;3;255;100;4;52;
30;1;3;30;1;4;100;27;0;
30;1;3;30;1;4;100;26;0;
30;1;3;30;1;4;100;16;0;
30;1;3;30;1;4;100;18;0;
