NumberOfParameters;ValidValues;InvalidValues;ErrorHandlers;Strength;Size;NoOfVariants;IndexOfIncorrectEH;Absolute;
18;1;3;18;3;202;100;13;0;
18;1;3;18;5;5458;100;2;100;
18;1;3;18;1;4;100;1;77;
18;1;3;18;2;36;100;13;0;
18;1;3;18;2;36;100;3;41;
18;1;3;18;5;5458;100;11;0;
18;1;3;18;3;202;100;2;100;
18;1;3;18;2;36;100;0;100;
18;1;3;18;1;4;100;11;0;
18;1;3;18;2;36;100;8;0;
18;1;3;18;3;202;100;6;7;
18;1;3;18;3;202;100;16;0;
18;1;3;18;1;4;100;2;16;
18;1;3;18;4;1098;100;7;8;
18;1;3;18;5;5458;100;5;99;
18;1;3;18;4;1098;100;15;0;
18;1;3;18;2;36;100;7;0;
18;1;3;18;2;36;100;9;0;
18;1;3;18;5;5458;100;8;5;
18;1;3;18;2;36;100;5;1;
18;1;3;18;5;5458;100;7;18;
18;1;3;18;3;202;100;1;100;
18;1;3;18;2;36;100;12;0;
18;1;3;18;2;36;100;6;0;
18;1;3;18;3;202;100;11;0;
18;1;3;18;4;1098;100;8;2;
18;1;3;18;2;36;100;16;0;
18;1;3;18;3;202;100;8;0;
18;1;3;18;4;1098;100;9;0;
18;1;3;18;5;5458;100;4;100;
18;1;3;18;4;1098;100;12;0;
18;1;3;18;1;4;100;5;0;
18;1;3;18;5;5458;100;12;0;
18;1;3;18;4;1098;100;17;0;
18;1;3;18;1;4;100;10;0;
18;1;3;18;2;36;100;2;94;
18;1;3;18;5;5458;100;14;0;
18;1;3;18;1;4;100;14;0;
18;1;3;18;3;202;100;14;0;
18;1;3;18;1;4;100;0;100;
18;1;3;18;4;1098;100;4;99;
18;1;3;18;1;4;100;16;0;
18;1;3;18;4;1098;100;16;0;
18;1;3;18;5;5458;100;6;71;
18;1;3;18;5;5458;100;0;100;
18;1;3;18;3;202;100;5;13;
18;1;3;18;3;202;100;9;0;
18;1;3;18;3;202;100;7;3;
18;1;3;18;4;1098;100;13;0;
18;1;3;18;1;4;100;15;0;
18;1;3;18;4;1098;100;3;100;
18;1;3;18;5;5458;100;13;0;
18;1;3;18;1;4;100;6;0;
18;1;3;18;3;202;100;0;100;
18;1;3;18;2;36;100;1;100;
18;1;3;18;1;4;100;3;10;
18;1;3;18;4;1098;100;14;0;
18;1;3;18;5;5458;100;17;0;
18;1;3;18;3;202;100;4;50;
18;1;3;18;1;4;100;8;0;
18;1;3;18;1;4;100;12;0;
18;1;3;18;1;4;100;9;0;
18;1;3;18;5;5458;100;1;100;
18;1;3;18;2;36;100;4;11;
18;1;3;18;5;5458;100;15;0;
18;1;3;18;4;1098;100;10;0;
18;1;3;18;2;36;100;17;0;
18;1;3;18;1;4;100;13;0;
18;1;3;18;3;202;100;15;0;
18;1;3;18;3;202;100;12;0;
18;1;3;18;2;36;100;15;0;
18;1;3;18;2;36;100;14;0;
18;1;3;18;3;202;100;3;95;
18;1;3;18;4;1098;100;0;100;
18;1;3;18;4;1098;100;1;100;
18;1;3;18;5;5458;100;16;0;
18;1;3;18;2;36;100;10;0;
18;1;3;18;5;5458;100;10;1;
18;1;3;18;4;1098;100;2;100;
18;1;3;18;3;202;100;10;0;
18;1;3;18;1;4;100;7;0;
18;1;3;18;4;1098;100;5;54;
18;1;3;18;1;4;100;4;0;
18;1;3;18;2;36;100;11;0;
18;1;3;18;5;5458;100;9;3;
18;1;3;18;1;4;100;17;0;
18;1;3;18;3;202;100;17;0;
18;1;3;18;5;5458;100;3;100;
18;1;3;18;4;1098;100;6;21;
18;1;3;18;4;1098;100;11;0;
