NumberOfParameters;ValidValues;InvalidValues;ErrorHandlers;Strength;Size;NoOfVariants;IndexOfIncorrectEH;Absolute;
30;1;1;30;2;11;100;21;0;
30;1;1;30;2;11;100;0;100;
30;1;1;30;5;200;100;7;51;
30;1;1;30;2;11;100;2;80;
30;1;1;30;3;28;100;5;41;
30;1;1;30;5;200;100;22;0;
30;1;1;30;2;11;100;28;0;
30;1;1;30;2;11;100;3;56;
30;1;1;30;5;200;100;9;21;
30;1;1;30;1;2;100;8;2;
30;1;1;30;5;200;100;20;0;
30;1;1;30;5;200;100;12;2;
30;1;1;30;3;28;100;9;2;
30;1;1;30;1;2;100;29;0;
30;1;1;30;3;28;100;12;0;
30;1;1;30;1;2;100;6;3;
30;1;1;30;3;28;100;29;0;
30;1;1;30;4;80;100;26;0;
30;1;1;30;3;28;100;20;0;
30;1;1;30;3;28;100;23;0;
30;1;1;30;2;11;100;15;0;
30;1;1;30;1;2;100;0;100;
30;1;1;30;1;2;100;27;0;
30;1;1;30;3;28;100;10;0;
30;1;1;30;2;11;100;4;34;
30;1;1;30;3;28;100;8;2;
30;1;1;30;3;28;100;19;0;
30;1;1;30;5;200;100;23;0;
30;1;1;30;4;80;100;13;2;
30;1;1;30;4;80;100;27;0;
30;1;1;30;2;11;100;22;0;
30;1;1;30;1;2;100;25;0;
30;1;1;30;3;28;100;0;100;
30;1;1;30;2;11;100;1;100;
30;1;1;30;1;2;100;1;42;
30;1;1;30;3;28;100;25;0;
30;1;1;30;2;11;100;17;0;
30;1;1;30;1;2;100;26;0;
30;1;1;30;5;200;100;19;0;
30;1;1;30;2;11;100;6;11;
30;1;1;30;2;11;100;7;6;
30;1;1;30;1;2;100;7;0;
30;1;1;30;5;200;100;29;0;
30;1;1;30;4;80;100;7;30;
30;1;1;30;2;11;100;13;0;
30;1;1;30;4;80;100;10;4;
30;1;1;30;2;11;100;5;14;
30;1;1;30;3;28;100;2;100;
30;1;1;30;3;28;100;16;0;
30;1;1;30;1;2;100;28;0;
30;1;1;30;5;200;100;0;100;
30;1;1;30;2;11;100;9;2;
30;1;1;30;4;80;100;4;97;
30;1;1;30;2;11;100;11;1;
30;1;1;30;3;28;100;21;0;
30;1;1;30;2;11;100;16;0;
30;1;1;30;2;11;100;10;1;
30;1;1;30;5;200;100;16;0;
30;1;1;30;5;200;100;2;100;
30;1;1;30;4;80;100;9;9;
30;1;1;30;1;2;100;13;0;
30;1;1;30;3;28;100;24;0;
30;1;1;30;5;200;100;8;35;
30;1;1;30;2;11;100;26;0;
30;1;1;30;3;28;100;17;0;
30;1;1;30;1;2;100;19;0;
30;1;1;30;4;80;100;0;100;
30;1;1;30;2;11;100;29;0;
30;1;1;30;3;28;100;22;0;
30;1;1;30;3;28;100;27;0;
30;1;1;30;5;200;100;27;0;
30;1;1;30;4;80;100;6;55;
30;1;1;30;5;200;100;26;0;
30;1;1;30;4;80;100;20;0;
30;1;1;30;4;80;100;25;0;
30;1;1;30;4;80;100;23;0;
30;1;1;30;4;80;100;29;0;
30;1;1;30;2;11;100;19;0;
30;1;1;30;2;11;100;23;0;
30;1;1;30;2;11;100;20;0;
30;1;1;30;4;80;100;1;100;
30;1;1;30;3;28;100;13;0;
30;1;1;30;1;2;100;9;0;
30;1;1;30;5;200;100;14;1;
30;1;1;30;5;200;100;1;100;
30;1;1;30;4;80;100;8;17;
30;1;1;30;4;80;100;21;0;
30;1;1;30;5;200;100;15;0;
30;1;1;30;5;200;100;11;5;
30;1;1;30;4;80;100;11;1;
30;1;1;30;5;200;100;18;0;
30;1;1;30;5;200;100;17;0;
30;1;1;30;1;2;100;18;0;
30;1;1;30;1;2;100;22;0;
30;1;1;30;2;11;100;12;0;
30;1;1;30;5;200;100;28;0;
30;1;1;30;4;80;100;17;0;
30;1;1;30;1;2;100;5;7;
