NumberOfParameters;ValidValues;InvalidValues;ErrorHandlers;Strength;Size;NoOfVariants;IndexOfIncorrectEH;Absolute;
6;3;1;6;5;1377;100;2;100;
6;3;1;6;5;1377;100;0;100;
6;3;1;6;4;442;100;1;100;
6;3;1;6;3;109;100;4;100;
6;3;1;6;3;109;100;3;100;
6;3;1;6;2;24;100;1;100;
6;3;1;6;4;442;100;4;100;
6;3;1;6;3;109;100;5;100;
6;3;1;6;5;1377;100;3;100;
6;3;1;6;5;1377;100;1;100;
6;3;1;6;2;24;100;0;100;
6;3;1;6;4;442;100;2;100;
6;3;1;6;2;24;100;3;100;
6;3;1;6;5;1377;100;4;100;
6;3;1;6;4;442;100;0;100;
6;3;1;6;1;4;100;5;24;
6;3;1;6;1;4;100;3;34;
6;3;1;6;4;442;100;3;100;
6;3;1;6;1;4;100;0;100;
6;3;1;6;3;109;100;1;100;
6;3;1;6;1;4;100;2;59;
6;3;1;6;5;1377;100;5;100;
6;3;1;6;3;109;100;0;100;
6;3;1;6;2;24;100;4;97;
6;3;1;6;3;109;100;2;100;
6;3;1;6;2;24;100;5;85;
6;3;1;6;4;442;100;5;100;
6;3;1;6;1;4;100;4;30;
6;3;1;6;1;4;100;1;71;
6;3;1;6;2;24;100;2;100;
