NumberOfParameters;ValidValues;InvalidValues;ErrorHandlers;Strength;Size;NoOfVariants;IndexOfIncorrectEH;Absolute;
24;1;4;24;3;454;100;21;0;
24;1;4;24;3;454;100;8;2;
24;1;4;24;5;20482;100;17;0;
24;1;4;24;2;59;100;22;0;
24;1;4;24;2;59;100;23;0;
24;1;4;24;2;59;100;11;0;
24;1;4;24;4;3203;100;5;64;
24;1;4;24;4;3203;100;4;100;
24;1;4;24;2;59;100;4;9;
24;1;4;24;3;454;100;11;0;
24;1;4;24;3;454;100;12;0;
24;1;4;24;2;59;100;21;0;
24;1;4;24;5;20482;100;23;0;
24;1;4;24;3;454;100;17;0;
24;1;4;24;2;59;100;15;0;
24;1;4;24;4;3203;100;9;0;
24;1;4;24;3;454;100;7;0;
24;1;4;24;1;5;100;3;3;
24;1;4;24;4;3203;100;3;100;
24;1;4;24;5;20482;100;1;100;
24;1;4;24;2;59;100;3;39;
24;1;4;24;2;59;100;7;0;
24;1;4;24;2;59;100;14;0;
24;1;4;24;4;3203;100;20;0;
24;1;4;24;5;20482;100;16;0;
24;1;4;24;2;59;100;1;100;
24;1;4;24;5;20482;100;15;0;
24;1;4;24;5;20482;100;8;3;
24;1;4;24;2;59;100;6;0;
24;1;4;24;5;20482;100;4;100;
24;1;4;24;1;5;100;5;0;
24;1;4;24;1;5;100;9;0;
24;1;4;24;4;3203;100;1;100;
24;1;4;24;4;3203;100;19;0;
24;1;4;24;1;5;100;14;0;
24;1;4;24;3;454;100;0;100;
24;1;4;24;2;59;100;5;2;
24;1;4;24;5;20482;100;20;0;
24;1;4;24;2;59;100;17;0;
24;1;4;24;3;454;100;6;2;
24;1;4;24;5;20482;100;0;100;
24;1;4;24;3;454;100;15;0;
24;1;4;24;5;20482;100;14;0;
24;1;4;24;1;5;100;2;13;
24;1;4;24;4;3203;100;2;100;
24;1;4;24;1;5;100;20;0;
24;1;4;24;2;59;100;8;0;
24;1;4;24;1;5;100;12;0;
24;1;4;24;5;20482;100;2;100;
24;1;4;24;2;59;100;9;0;
24;1;4;24;3;454;100;1;100;
24;1;4;24;4;3203;100;6;13;
24;1;4;24;5;20482;100;19;0;
24;1;4;24;4;3203;100;13;0;
24;1;4;24;4;3203;100;12;0;
24;1;4;24;4;3203;100;15;0;
24;1;4;24;3;454;100;4;51;
24;1;4;24;3;454;100;5;11;
24;1;4;24;3;454;100;13;0;
24;1;4;24;3;454;100;3;97;
24;1;4;24;4;3203;100;7;7;
24;1;4;24;1;5;100;15;0;
24;1;4;24;1;5;100;18;0;
24;1;4;24;5;20482;100;12;0;
24;1;4;24;4;3203;100;8;1;
24;1;4;24;1;5;100;17;0;
24;1;4;24;3;454;100;18;0;
24;1;4;24;2;59;100;20;0;
24;1;4;24;5;20482;100;7;23;
24;1;4;24;4;3203;100;11;0;
24;1;4;24;1;5;100;1;76;
24;1;4;24;1;5;100;22;0;
24;1;4;24;4;3203;100;0;100;
24;1;4;24;3;454;100;23;0;
24;1;4;24;3;454;100;20;0;
24;1;4;24;5;20482;100;11;0;
24;1;4;24;4;3203;100;14;0;
24;1;4;24;5;20482;100;3;100;
24;1;4;24;4;3203;100;23;0;
24;1;4;24;1;5;100;10;0;
24;1;4;24;5;20482;100;18;0;
24;1;4;24;2;59;100;2;100;
24;1;4;24;1;5;100;8;0;
24;1;4;24;5;20482;100;21;0;
24;1;4;24;5;20482;100;22;0;
24;1;4;24;5;20482;100;13;0;
24;1;4;24;1;5;100;13;0;
24;1;4;24;4;3203;100;18;0;
24;1;4;24;1;5;100;23;0;
24;1;4;24;2;59;100;16;0;
24;1;4;24;2;59;100;19;0;
24;1;4;24;1;5;100;16;0;
24;1;4;24;1;5;100;19;0;
24;1;4;24;5;20482;100;10;0;
24;1;4;24;3;454;100;19;0;
24;1;4;24;2;59;100;13;0;
24;1;4;24;2;59;100;18;0;
24;1;4;24;4;3203;100;17;0;
24;1;4;24;4;3203;100;16;0;
24;1;4;24;1;5;100;6;0;
24;1;4;24;4;3203;100;10;0;
24;1;4;24;3;454;100;10;0;
24;1;4;24;2;59;100;12;0;
24;1;4;24;2;59;100;10;0;
24;1;4;24;1;5;100;21;0;
24;1;4;24;3;454;100;2;100;
24;1;4;24;3;454;100;16;0;
24;1;4;24;5;20482;100;5;100;
24;1;4;24;1;5;100;0;100;
24;1;4;24;4;3203;100;22;0;
24;1;4;24;3;454;100;14;0;
24;1;4;24;5;20482;100;9;2;
24;1;4;24;3;454;100;9;0;
24;1;4;24;2;59;100;0;100;
24;1;4;24;1;5;100;7;0;
24;1;4;24;3;454;100;22;0;
24;1;4;24;5;20482;100;6;63;
24;1;4;24;1;5;100;11;0;
24;1;4;24;1;5;100;4;1;
24;1;4;24;4;3203;100;21;0;
