NumberOfParameters;ValidValues;InvalidValues;ErrorHandlers;Strength;Size;NoOfVariants;IndexOfIncorrectEH;Absolute;
30;1;4;30;3;495;100;28;0;
30;1;4;30;4;3589;100;22;0;
30;1;4;30;5;23369;100;6;71;
30;1;4;30;5;23369;100;13;0;
30;1;4;30;1;5;100;10;0;
30;1;4;30;3;495;100;16;0;
30;1;4;30;1;5;100;20;0;
30;1;4;30;3;495;100;29;0;
30;1;4;30;1;5;100;5;1;
30;1;4;30;4;3589;100;4;100;
30;1;4;30;5;23369;100;1;100;
30;1;4;30;2;63;100;22;0;
30;1;4;30;3;495;100;18;0;
30;1;4;30;2;63;100;9;0;
30;1;4;30;1;5;100;14;0;
30;1;4;30;4;3589;100;11;0;
30;1;4;30;2;63;100;17;0;
30;1;4;30;4;3589;100;25;0;
30;1;4;30;4;3589;100;20;0;
30;1;4;30;5;23369;100;7;18;
30;1;4;30;5;23369;100;17;0;
30;1;4;30;5;23369;100;8;1;
30;1;4;30;3;495;100;4;58;
30;1;4;30;4;3589;100;9;0;
30;1;4;30;5;23369;100;26;0;
30;1;4;30;5;23369;100;12;0;
30;1;4;30;4;3589;100;29;0;
30;1;4;30;1;5;100;29;0;
30;1;4;30;1;5;100;12;0;
30;1;4;30;1;5;100;15;0;
30;1;4;30;1;5;100;21;0;
30;1;4;30;4;3589;100;18;0;
30;1;4;30;4;3589;100;21;0;
30;1;4;30;5;23369;100;18;0;
30;1;4;30;5;23369;100;29;0;
30;1;4;30;3;495;100;3;98;
30;1;4;30;2;63;100;15;0;
30;1;4;30;5;23369;100;24;0;
30;1;4;30;2;63;100;8;0;
30;1;4;30;2;63;100;25;0;
30;1;4;30;2;63;100;11;0;
30;1;4;30;1;5;100;11;0;
30;1;4;30;5;23369;100;10;0;
30;1;4;30;4;3589;100;5;60;
30;1;4;30;5;23369;100;28;0;
30;1;4;30;4;3589;100;19;0;
30;1;4;30;1;5;100;2;18;
30;1;4;30;5;23369;100;23;0;
30;1;4;30;1;5;100;27;0;
30;1;4;30;2;63;100;29;0;
30;1;4;30;4;3589;100;14;0;
30;1;4;30;4;3589;100;17;0;
30;1;4;30;2;63;100;7;0;
30;1;4;30;1;5;100;9;0;
30;1;4;30;3;495;100;2;100;
30;1;4;30;5;23369;100;19;0;
30;1;4;30;3;495;100;10;0;
30;1;4;30;3;495;100;11;0;
30;1;4;30;5;23369;100;22;0;
30;1;4;30;4;3589;100;0;100;
30;1;4;30;2;63;100;19;0;
30;1;4;30;3;495;100;22;0;
30;1;4;30;5;23369;100;15;0;
30;1;4;30;3;495;100;12;0;
30;1;4;30;2;63;100;5;2;
30;1;4;30;3;495;100;13;0;
30;1;4;30;4;3589;100;1;100;
30;1;4;30;3;495;100;27;0;
30;1;4;30;5;23369;100;11;0;
30;1;4;30;5;23369;100;14;0;
30;1;4;30;4;3589;100;2;100;
30;1;4;30;3;495;100;25;0;
30;1;4;30;1;5;100;22;0;
30;1;4;30;3;495;100;21;0;
30;1;4;30;2;63;100;21;0;
30;1;4;30;3;495;100;24;0;
30;1;4;30;5;23369;100;27;0;
30;1;4;30;1;5;100;0;100;
30;1;4;30;5;23369;100;25;0;
30;1;4;30;1;5;100;28;0;
30;1;4;30;4;3589;100;26;0;
30;1;4;30;2;63;100;0;100;
30;1;4;30;1;5;100;16;0;
30;1;4;30;3;495;100;20;0;
30;1;4;30;1;5;100;6;0;
30;1;4;30;2;63;100;2;94;
30;1;4;30;1;5;100;26;0;
30;1;4;30;1;5;100;19;0;
30;1;4;30;3;495;100;14;0;
30;1;4;30;4;3589;100;3;100;
30;1;4;30;2;63;100;14;0;
30;1;4;30;4;3589;100;12;0;
30;1;4;30;2;63;100;26;0;
30;1;4;30;3;495;100;23;0;
30;1;4;30;1;5;100;13;0;
30;1;4;30;3;495;100;0;100;
30;1;4;30;1;5;100;1;72;
30;1;4;30;1;5;100;3;3;
30;1;4;30;3;495;100;1;100;
30;1;4;30;2;63;100;10;0;
30;1;4;30;4;3589;100;23;0;
30;1;4;30;4;3589;100;13;0;
30;1;4;30;1;5;100;18;0;
30;1;4;30;4;3589;100;16;0;
30;1;4;30;3;495;100;17;0;
30;1;4;30;1;5;100;7;0;
30;1;4;30;2;63;100;13;0;
30;1;4;30;1;5;100;24;0;
30;1;4;30;3;495;100;26;0;
30;1;4;30;2;63;100;18;0;
30;1;4;30;2;63;100;20;0;
30;1;4;30;4;3589;100;8;0;
30;1;4;30;2;63;100;4;6;
30;1;4;30;2;63;100;23;0;
30;1;4;30;5;23369;100;9;2;
30;1;4;30;5;23369;100;16;0;
30;1;4;30;1;5;100;25;0;
30;1;4;30;5;23369;100;3;100;
30;1;4;30;4;3589;100;24;0;
30;1;4;30;5;23369;100;21;0;
30;1;4;30;2;63;100;1;100;
30;1;4;30;3;495;100;6;1;
30;1;4;30;2;63;100;6;0;
30;1;4;30;3;495;100;15;0;
30;1;4;30;5;23369;100;5;100;
30;1;4;30;3;495;100;9;0;
30;1;4;30;4;3589;100;7;7;
30;1;4;30;2;63;100;12;0;
30;1;4;30;4;3589;100;15;0;
30;1;4;30;2;63;100;3;42;
30;1;4;30;1;5;100;8;0;
30;1;4;30;4;3589;100;28;0;
30;1;4;30;5;23369;100;4;100;
30;1;4;30;4;3589;100;10;0;
30;1;4;30;3;495;100;8;0;
30;1;4;30;1;5;100;23;0;
30;1;4;30;5;23369;100;0;100;
30;1;4;30;1;5;100;17;0;
30;1;4;30;4;3589;100;6;12;
30;1;4;30;3;495;100;19;0;
30;1;4;30;2;63;100;24;0;
30;1;4;30;3;495;100;5;15;
30;1;4;30;2;63;100;27;0;
30;1;4;30;5;23369;100;2;100;
30;1;4;30;4;3589;100;27;0;
