NumberOfParameters;ValidValues;InvalidValues;ErrorHandlers;Strength;Size;NoOfVariants;IndexOfIncorrectEH;Absolute;
6;1;5;6;2;52;100;0;100;
6;1;5;6;5;10407;100;5;90;
6;1;5;6;3;361;100;4;24;
6;1;5;6;3;361;100;5;3;
6;1;5;6;4;2165;100;2;100;
6;1;5;6;1;6;100;2;16;
6;1;5;6;4;2165;100;1;100;
6;1;5;6;1;6;100;0;100;
6;1;5;6;4;2165;100;3;100;
6;1;5;6;5;10407;100;1;100;
6;1;5;6;2;52;100;1;100;
6;1;5;6;2;52;100;5;0;
6;1;5;6;1;6;100;3;1;
6;1;5;6;3;361;100;3;97;
6;1;5;6;5;10407;100;3;100;
6;1;5;6;3;361;100;1;100;
6;1;5;6;4;2165;100;0;100;
6;1;5;6;1;6;100;1;86;
6;1;5;6;5;10407;100;2;100;
6;1;5;6;4;2165;100;4;91;
6;1;5;6;5;10407;100;0;100;
6;1;5;6;2;52;100;2;92;
6;1;5;6;1;6;100;5;0;
6;1;5;6;3;361;100;2;100;
6;1;5;6;2;52;100;4;1;
6;1;5;6;2;52;100;3;21;
6;1;5;6;5;10407;100;4;100;
6;1;5;6;4;2165;100;5;27;
6;1;5;6;1;6;100;4;0;
6;1;5;6;3;361;100;0;100;
