NumberOfParameters;ValidValues;InvalidValues;ErrorHandlers;Strength;Size;NoOfVariants;IndexOfIncorrectEH;Absolute;
18;2;1;18;2;20;100;13;3;
18;2;1;18;3;88;100;3;100;
18;2;1;18;2;20;100;16;2;
18;2;1;18;2;20;100;12;7;
18;2;1;18;4;336;100;7;100;
18;2;1;18;4;336;100;6;100;
18;2;1;18;3;88;100;1;100;
18;2;1;18;3;88;100;11;29;
18;2;1;18;5;1241;100;8;100;
18;2;1;18;1;3;100;13;1;
18;2;1;18;5;1241;100;3;100;
18;2;1;18;2;20;100;14;4;
18;2;1;18;2;20;100;9;17;
18;2;1;18;4;336;100;3;100;
18;2;1;18;2;20;100;0;100;
18;2;1;18;3;88;100;0;100;
18;2;1;18;3;88;100;17;2;
18;2;1;18;5;1241;100;11;100;
18;2;1;18;5;1241;100;5;100;
18;2;1;18;1;3;100;8;3;
18;2;1;18;3;88;100;5;100;
18;2;1;18;4;336;100;10;84;
18;2;1;18;3;88;100;12;17;
18;2;1;18;4;336;100;0;100;
18;2;1;18;4;336;100;2;100;
18;2;1;18;5;1241;100;2;100;
18;2;1;18;4;336;100;12;52;
18;2;1;18;4;336;100;1;100;
18;2;1;18;3;88;100;4;100;
18;2;1;18;5;1241;100;0;100;
18;2;1;18;2;20;100;6;53;
18;2;1;18;1;3;100;15;0;
18;2;1;18;4;336;100;16;15;
18;2;1;18;5;1241;100;1;100;
18;2;1;18;2;20;100;1;100;
18;2;1;18;3;88;100;2;100;
18;2;1;18;5;1241;100;9;100;
18;2;1;18;1;3;100;5;11;
18;2;1;18;5;1241;100;16;48;
18;2;1;18;1;3;100;3;27;
18;2;1;18;1;3;100;2;55;
18;2;1;18;2;20;100;4;79;
18;2;1;18;3;88;100;9;52;
18;2;1;18;1;3;100;0;100;
18;2;1;18;5;1241;100;17;38;
18;2;1;18;2;20;100;3;92;
18;2;1;18;4;336;100;4;100;
18;2;1;18;5;1241;100;6;100;
18;2;1;18;4;336;100;17;13;
18;2;1;18;1;3;100;12;2;
18;2;1;18;1;3;100;14;0;
18;2;1;18;1;3;100;1;66;
18;2;1;18;3;88;100;14;15;
18;2;1;18;2;20;100;17;3;
18;2;1;18;4;336;100;8;99;
18;2;1;18;1;3;100;4;20;
18;2;1;18;3;88;100;10;47;
18;2;1;18;5;1241;100;15;69;
18;2;1;18;4;336;100;5;100;
18;2;1;18;1;3;100;9;4;
18;2;1;18;3;88;100;8;73;
18;2;1;18;4;336;100;11;78;
18;2;1;18;5;1241;100;13;91;
18;2;1;18;4;336;100;15;20;
18;2;1;18;2;20;100;2;100;
18;2;1;18;3;88;100;15;6;
18;2;1;18;3;88;100;6;94;
18;2;1;18;1;3;100;16;0;
18;2;1;18;5;1241;100;10;100;
18;2;1;18;5;1241;100;4;100;
18;2;1;18;2;20;100;11;5;
18;2;1;18;1;3;100;7;6;
18;2;1;18;5;1241;100;14;80;
18;2;1;18;4;336;100;13;50;
18;2;1;18;3;88;100;16;2;
18;2;1;18;1;3;100;6;7;
18;2;1;18;2;20;100;10;11;
18;2;1;18;2;20;100;7;34;
18;2;1;18;1;3;100;17;0;
18;2;1;18;5;1241;100;7;100;
18;2;1;18;4;336;100;9;96;
18;2;1;18;3;88;100;13;23;
18;2;1;18;4;336;100;14;31;
18;2;1;18;1;3;100;10;4;
18;2;1;18;1;3;100;11;2;
18;2;1;18;2;20;100;5;67;
18;2;1;18;2;20;100;15;1;
18;2;1;18;2;20;100;8;28;
18;2;1;18;3;88;100;7;86;
18;2;1;18;5;1241;100;12;97;
