NumberOfParameters;ValidValues;InvalidValues;ErrorHandlers;Strength;Size;NoOfVariants;IndexOfIncorrectEH;Absolute;
24;2;2;24;5;6629;100;21;0;
24;2;2;24;1;4;100;23;0;
24;2;2;24;2;40;100;20;0;
24;2;2;24;2;40;100;12;0;
24;2;2;24;1;4;100;16;0;
24;2;2;24;1;4;100;21;0;
24;2;2;24;4;1298;100;7;99;
24;2;2;24;4;1298;100;12;13;
24;2;2;24;1;4;100;12;0;
24;2;2;24;2;40;100;1;100;
24;2;2;24;1;4;100;18;0;
24;2;2;24;2;40;100;0;100;
24;2;2;24;1;4;100;2;46;
24;2;2;24;3;232;100;13;5;
24;2;2;24;5;6629;100;4;100;
24;2;2;24;2;40;100;2;100;
24;2;2;24;3;232;100;17;0;
24;2;2;24;2;40;100;16;0;
24;2;2;24;3;232;100;2;100;
24;2;2;24;3;232;100;16;0;
24;2;2;24;4;1298;100;20;0;
24;2;2;24;4;1298;100;10;52;
24;2;2;24;3;232;100;5;98;
24;2;2;24;4;1298;100;14;7;
24;2;2;24;4;1298;100;0;100;
24;2;2;24;3;232;100;1;100;
24;2;2;24;5;6629;100;14;18;
24;2;2;24;3;232;100;6;89;
24;2;2;24;1;4;100;20;0;
24;2;2;24;1;4;100;14;0;
24;2;2;24;1;4;100;22;0;
24;2;2;24;4;1298;100;22;0;
24;2;2;24;4;1298;100;2;100;
24;2;2;24;3;232;100;8;33;
24;2;2;24;5;6629;100;6;100;
24;2;2;24;2;40;100;7;14;
24;2;2;24;1;4;100;1;88;
24;2;2;24;5;6629;100;22;0;
24;2;2;24;2;40;100;21;0;
24;2;2;24;2;40;100;17;0;
24;2;2;24;4;1298;100;16;1;
24;2;2;24;1;4;100;17;0;
24;2;2;24;1;4;100;4;13;
24;2;2;24;4;1298;100;13;7;
24;2;2;24;1;4;100;10;1;
24;2;2;24;4;1298;100;17;0;
24;2;2;24;5;6629;100;13;34;
24;2;2;24;4;1298;100;18;0;
24;2;2;24;5;6629;100;19;1;
24;2;2;24;1;4;100;7;1;
24;2;2;24;2;40;100;9;2;
24;2;2;24;4;1298;100;9;72;
24;2;2;24;3;232;100;15;0;
24;2;2;24;3;232;100;20;0;
24;2;2;24;4;1298;100;21;0;
24;2;2;24;2;40;100;15;0;
24;2;2;24;2;40;100;11;2;
24;2;2;24;5;6629;100;3;100;
24;2;2;24;4;1298;100;4;100;
24;2;2;24;3;232;100;22;0;
24;2;2;24;5;6629;100;12;54;
24;2;2;24;5;6629;100;17;1;
24;2;2;24;4;1298;100;3;100;
24;2;2;24;2;40;100;14;2;
24;2;2;24;5;6629;100;8;100;
24;2;2;24;4;1298;100;23;0;
24;2;2;24;2;40;100;5;41;
24;2;2;24;3;232;100;14;0;
24;2;2;24;1;4;100;5;7;
24;2;2;24;2;40;100;23;0;
24;2;2;24;2;40;100;6;22;
24;2;2;24;3;232;100;18;0;
24;2;2;24;3;232;100;9;21;
24;2;2;24;3;232;100;19;0;
24;2;2;24;2;40;100;22;0;
24;2;2;24;3;232;100;23;0;
24;2;2;24;1;4;100;3;24;
24;2;2;24;4;1298;100;15;1;
24;2;2;24;3;232;100;0;100;
24;2;2;24;5;6629;100;11;80;
24;2;2;24;1;4;100;9;0;
24;2;2;24;5;6629;100;15;9;
24;2;2;24;3;232;100;3;100;
24;2;2;24;5;6629;100;2;100;
24;2;2;24;1;4;100;13;0;
24;2;2;24;5;6629;100;20;0;
24;2;2;24;3;232;100;12;5;
24;2;2;24;3;232;100;21;0;
24;2;2;24;2;40;100;18;0;
24;2;2;24;5;6629;100;16;5;
24;2;2;24;1;4;100;15;0;
24;2;2;24;4;1298;100;5;100;
24;2;2;24;5;6629;100;9;100;
24;2;2;24;1;4;100;19;0;
24;2;2;24;4;1298;100;1;100;
24;2;2;24;5;6629;100;7;100;
24;2;2;24;1;4;100;11;0;
24;2;2;24;5;6629;100;23;0;
24;2;2;24;4;1298;100;11;30;
24;2;2;24;3;232;100;4;100;
24;2;2;24;5;6629;100;18;2;
24;2;2;24;2;40;100;10;1;
24;2;2;24;5;6629;100;10;95;
24;2;2;24;4;1298;100;8;96;
24;2;2;24;1;4;100;6;3;
24;2;2;24;3;232;100;7;59;
24;2;2;24;2;40;100;13;0;
24;2;2;24;2;40;100;19;0;
24;2;2;24;5;6629;100;1;100;
24;2;2;24;4;1298;100;6;100;
24;2;2;24;2;40;100;4;72;
24;2;2;24;1;4;100;0;100;
24;2;2;24;1;4;100;8;0;
24;2;2;24;2;40;100;3;95;
24;2;2;24;3;232;100;11;6;
24;2;2;24;2;40;100;8;8;
24;2;2;24;4;1298;100;19;0;
24;2;2;24;5;6629;100;5;100;
24;2;2;24;3;232;100;10;11;
24;2;2;24;5;6629;100;0;100;
