NumberOfParameters;ValidValues;InvalidValues;ErrorHandlers;Strength;Size;NoOfVariants;IndexOfIncorrectEH;Absolute;
6;1;2;6;1;3;100;2;19;
6;1;2;6;1;3;100;0;100;
6;1;2;6;1;3;100;3;9;
6;1;2;6;2;15;100;4;14;
6;1;2;6;4;140;100;3;100;
6;1;2;6;3;49;100;3;77;
6;1;2;6;3;49;100;1;100;
6;1;2;6;1;3;100;4;2;
6;1;2;6;2;15;100;2;76;
6;1;2;6;4;140;100;5;34;
6;1;2;6;5;318;100;4;100;
6;1;2;6;4;140;100;4;86;
6;1;2;6;3;49;100;4;40;
6;1;2;6;4;140;100;0;100;
6;1;2;6;4;140;100;1;100;
6;1;2;6;2;15;100;3;28;
6;1;2;6;1;3;100;1;68;
6;1;2;6;5;318;100;3;100;
6;1;2;6;3;49;100;2;100;
6;1;2;6;5;318;100;2;100;
6;1;2;6;5;318;100;5;76;
6;1;2;6;4;140;100;2;100;
6;1;2;6;3;49;100;0;100;
6;1;2;6;5;318;100;0;100;
6;1;2;6;2;15;100;5;5;
6;1;2;6;2;15;100;1;100;
6;1;2;6;3;49;100;5;12;
6;1;2;6;5;318;100;1;100;
6;1;2;6;2;15;100;0;100;
6;1;2;6;1;3;100;5;1;
