NumberOfParameters;ValidValues;InvalidValues;ErrorHandlers;Strength;Size;NoOfVariants;IndexOfIncorrectEH;Absolute;
30;4;1;30;3;495;100;22;60;
30;4;1;30;5;23369;100;22;100;
30;4;1;30;3;495;100;9;100;
30;4;1;30;3;495;100;25;35;
30;4;1;30;4;3589;100;17;100;
30;4;1;30;4;3589;100;13;100;
30;4;1;30;3;495;100;12;100;
30;4;1;30;1;5;100;5;28;
30;4;1;30;2;63;100;27;1;
30;4;1;30;5;23369;100;4;100;
30;4;1;30;2;63;100;22;12;
30;4;1;30;1;5;100;29;0;
30;4;1;30;5;23369;100;21;100;
30;4;1;30;1;5;100;24;0;
30;4;1;30;2;63;100;5;99;
30;4;1;30;5;23369;100;17;100;
30;4;1;30;4;3589;100;1;100;
30;4;1;30;2;63;100;19;25;
30;4;1;30;1;5;100;1;87;
30;4;1;30;3;495;100;6;100;
30;4;1;30;2;63;100;4;100;
30;4;1;30;1;5;100;26;0;
30;4;1;30;1;5;100;11;7;
30;4;1;30;2;63;100;7;95;
30;4;1;30;5;23369;100;20;100;
30;4;1;30;4;3589;100;24;96;
30;4;1;30;5;23369;100;24;100;
30;4;1;30;2;63;100;8;92;
30;4;1;30;3;495;100;1;100;
30;4;1;30;5;23369;100;10;100;
30;4;1;30;3;495;100;21;62;
30;4;1;30;4;3589;100;14;100;
30;4;1;30;4;3589;100;28;78;
30;4;1;30;1;5;100;17;5;
30;4;1;30;2;63;100;21;9;
30;4;1;30;3;495;100;29;11;
30;4;1;30;3;495;100;27;18;
30;4;1;30;2;63;100;6;99;
30;4;1;30;3;495;100;2;100;
30;4;1;30;4;3589;100;7;100;
30;4;1;30;1;5;100;2;61;
30;4;1;30;4;3589;100;29;66;
30;4;1;30;5;23369;100;14;100;
30;4;1;30;1;5;100;21;0;
30;4;1;30;4;3589;100;2;100;
30;4;1;30;1;5;100;14;6;
30;4;1;30;2;63;100;28;3;
30;4;1;30;5;23369;100;19;100;
30;4;1;30;4;3589;100;23;99;
30;4;1;30;5;23369;100;18;100;
30;4;1;30;5;23369;100;12;100;
30;4;1;30;2;63;100;14;42;
30;4;1;30;5;23369;100;29;100;
30;4;1;30;4;3589;100;22;100;
30;4;1;30;3;495;100;16;89;
30;4;1;30;3;495;100;18;84;
30;4;1;30;1;5;100;23;0;
30;4;1;30;3;495;100;7;100;
30;4;1;30;5;23369;100;5;100;
30;4;1;30;4;3589;100;19;100;
30;4;1;30;1;5;100;16;1;
30;4;1;30;3;495;100;23;32;
30;4;1;30;4;3589;100;6;100;
30;4;1;30;2;63;100;0;100;
30;4;1;30;1;5;100;19;1;
30;4;1;30;3;495;100;19;78;
30;4;1;30;1;5;100;18;1;
30;4;1;30;2;63;100;26;4;
30;4;1;30;5;23369;100;3;100;
30;4;1;30;5;23369;100;11;100;
30;4;1;30;3;495;100;24;41;
30;4;1;30;5;23369;100;25;100;
30;4;1;30;3;495;100;8;100;
30;4;1;30;1;5;100;7;17;
30;4;1;30;3;495;100;10;100;
30;4;1;30;1;5;100;10;16;
30;4;1;30;4;3589;100;18;100;
30;4;1;30;5;23369;100;23;100;
30;4;1;30;3;495;100;28;18;
30;4;1;30;2;63;100;11;70;
30;4;1;30;4;3589;100;5;100;
30;4;1;30;2;63;100;12;66;
30;4;1;30;2;63;100;16;36;
30;4;1;30;2;63;100;24;6;
30;4;1;30;4;3589;100;21;100;
30;4;1;30;4;3589;100;10;100;
30;4;1;30;1;5;100;3;54;
30;4;1;30;1;5;100;25;1;
30;4;1;30;5;23369;100;9;100;
30;4;1;30;1;5;100;13;6;
30;4;1;30;2;63;100;23;7;
