NumberOfParameters;ValidValues;InvalidValues;ErrorHandlers;Strength;Size;NoOfVariants;IndexOfIncorrectEH;Absolute;
12;3;3;12;5;29645;100;6;100;
12;3;3;12;2;67;100;3;100;
12;3;3;12;2;67;100;4;91;
12;3;3;12;1;6;100;0;100;
12;3;3;12;1;6;100;9;1;
12;3;3;12;3;564;100;8;69;
12;3;3;12;5;29645;100;9;100;
12;3;3;12;5;29645;100;5;100;
12;3;3;12;5;29645;100;4;100;
12;3;3;12;4;4295;100;0;100;
12;3;3;12;3;564;100;4;100;
12;3;3;12;5;29645;100;2;100;
12;3;3;12;4;4295;100;4;100;
12;3;3;12;5;29645;100;3;100;
12;3;3;12;4;4295;100;2;100;
12;3;3;12;1;6;100;4;13;
12;3;3;12;3;564;100;5;100;
12;3;3;12;1;6;100;3;32;
12;3;3;12;5;29645;100;1;100;
12;3;3;12;2;67;100;9;11;
12;3;3;12;2;67;100;7;20;
12;3;3;12;5;29645;100;7;100;
12;3;3;12;3;564;100;6;98;
12;3;3;12;3;564;100;7;91;
12;3;3;12;5;29645;100;11;100;
12;3;3;12;3;564;100;2;100;
12;3;3;12;3;564;100;1;100;
12;3;3;12;2;67;100;11;2;
12;3;3;12;5;29645;100;0;100;
12;3;3;12;4;4295;100;11;71;
12;3;3;12;2;67;100;5;74;
12;3;3;12;1;6;100;7;1;
12;3;3;12;3;564;100;3;100;
12;3;3;12;1;6;100;1;97;
12;3;3;12;4;4295;100;6;100;
12;3;3;12;1;6;100;11;1;
12;3;3;12;3;564;100;10;24;
12;3;3;12;5;29645;100;8;100;
12;3;3;12;1;6;100;2;61;
12;3;3;12;4;4295;100;3;100;
12;3;3;12;2;67;100;10;1;
12;3;3;12;1;6;100;8;0;
12;3;3;12;4;4295;100;8;100;
12;3;3;12;4;4295;100;7;100;
12;3;3;12;2;67;100;8;11;
12;3;3;12;4;4295;100;10;92;
12;3;3;12;4;4295;100;1;100;
12;3;3;12;3;564;100;9;45;
12;3;3;12;1;6;100;5;6;
12;3;3;12;2;67;100;0;100;
12;3;3;12;1;6;100;6;4;
12;3;3;12;1;6;100;10;0;
12;3;3;12;5;29645;100;10;100;
12;3;3;12;4;4295;100;9;98;
12;3;3;12;3;564;100;0;100;
12;3;3;12;2;67;100;6;40;
12;3;3;12;4;4295;100;5;100;
12;3;3;12;2;67;100;1;100;
12;3;3;12;2;67;100;2;100;
12;3;3;12;3;564;100;11;13;
