NumberOfParameters;ValidValues;InvalidValues;ErrorHandlers;Strength;Size;NoOfVariants;IndexOfIncorrectEH;Absolute;
30;2;1;30;2;23;100;10;7;
30;2;1;30;1;3;100;22;0;
30;2;1;30;1;3;100;27;0;
30;2;1;30;3;106;100;23;2;
30;2;1;30;2;23;100;13;8;
30;2;1;30;4;446;100;24;1;
30;2;1;30;2;23;100;9;17;
30;2;1;30;3;106;100;8;72;
30;2;1;30;2;23;100;20;0;
30;2;1;30;3;106;100;15;5;
30;2;1;30;3;106;100;17;2;
30;2;1;30;4;446;100;25;1;
30;2;1;30;5;1715;100;24;2;
30;2;1;30;5;1715;100;1;100;
30;2;1;30;4;446;100;6;100;
30;2;1;30;5;1715;100;29;0;
30;2;1;30;3;106;100;16;8;
30;2;1;30;4;446;100;29;0;
30;2;1;30;3;106;100;1;100;
30;2;1;30;1;3;100;8;5;
30;2;1;30;2;23;100;6;45;
30;2;1;30;2;23;100;28;0;
30;2;1;30;3;106;100;7;87;
30;2;1;30;3;106;100;6;97;
30;2;1;30;5;1715;100;10;100;
30;2;1;30;3;106;100;13;18;
30;2;1;30;5;1715;100;25;2;
30;2;1;30;3;106;100;22;0;
30;2;1;30;4;446;100;8;100;
30;2;1;30;2;23;100;8;21;
30;2;1;30;2;23;100;23;0;
30;2;1;30;5;1715;100;5;100;
30;2;1;30;1;3;100;18;0;
30;2;1;30;2;23;100;18;1;
30;2;1;30;2;23;100;25;0;
30;2;1;30;2;23;100;0;100;
30;2;1;30;5;1715;100;22;8;
30;2;1;30;2;23;100;1;100;
30;2;1;30;1;3;100;25;0;
30;2;1;30;4;446;100;12;70;
30;2;1;30;3;106;100;2;100;
30;2;1;30;5;1715;100;7;100;
30;2;1;30;5;1715;100;26;0;
30;2;1;30;5;1715;100;14;85;
30;2;1;30;5;1715;100;27;1;
30;2;1;30;4;446;100;20;3;
30;2;1;30;3;106;100;28;0;
30;2;1;30;3;106;100;27;0;
30;2;1;30;1;3;100;28;0;
30;2;1;30;4;446;100;10;97;
30;2;1;30;1;3;100;17;1;
30;2;1;30;3;106;100;12;28;
30;2;1;30;2;23;100;4;85;
30;2;1;30;4;446;100;0;100;
30;2;1;30;3;106;100;18;2;
30;2;1;30;4;446;100;26;1;
30;2;1;30;4;446;100;15;26;
30;2;1;30;5;1715;100;21;8;
30;2;1;30;2;23;100;12;6;
30;2;1;30;5;1715;100;28;0;
30;2;1;30;2;23;100;19;0;
30;2;1;30;5;1715;100;4;100;
30;2;1;30;3;106;100;5;100;
30;2;1;30;5;1715;100;11;100;
30;2;1;30;3;106;100;19;2;
30;2;1;30;4;446;100;3;100;
30;2;1;30;2;23;100;16;2;
30;2;1;30;1;3;100;4;23;
30;2;1;30;4;446;100;5;100;
30;2;1;30;1;3;100;1;66;
30;2;1;30;4;446;100;13;47;
30;2;1;30;4;446;100;7;100;
30;2;1;30;5;1715;100;15;77;
30;2;1;30;3;106;100;11;34;
30;2;1;30;2;23;100;7;35;
30;2;1;30;3;106;100;4;100;
