NumberOfParameters;ValidValues;InvalidValues;ErrorHandlers;Strength;Size;NoOfVariants;IndexOfIncorrectEH;Absolute;
6;5;1;6;4;2165;100;3;100;
6;5;1;6;1;6;100;4;46;
6;5;1;6;5;10407;100;4;100;
6;5;1;6;3;361;100;5;100;
6;5;1;6;5;10407;100;1;100;
6;5;1;6;1;6;100;1;80;
6;5;1;6;1;6;100;2;61;
6;5;1;6;5;10407;100;3;100;
6;5;1;6;3;361;100;1;100;
6;5;1;6;2;52;100;2;100;
6;5;1;6;1;6;100;5;45;
6;5;1;6;3;361;100;3;100;
6;5;1;6;3;361;100;4;100;
6;5;1;6;4;2165;100;1;100;
6;5;1;6;4;2165;100;0;100;
6;5;1;6;2;52;100;5;99;
6;5;1;6;5;10407;100;0;100;
6;5;1;6;4;2165;100;5;100;
6;5;1;6;3;361;100;2;100;
6;5;1;6;1;6;100;3;63;
6;5;1;6;4;2165;100;2;100;
6;5;1;6;4;2165;100;4;100;
6;5;1;6;5;10407;100;2;100;
6;5;1;6;5;10407;100;5;100;
6;5;1;6;1;6;100;0;100;
6;5;1;6;3;361;100;0;100;
6;5;1;6;2;52;100;3;100;
6;5;1;6;2;52;100;0;100;
6;5;1;6;2;52;100;1;100;
6;5;1;6;2;52;100;4;100;
