NumberOfParameters;ValidValues;InvalidValues;ErrorHandlers;Strength;Size;NoOfVariants;IndexOfIncorrectEH;Absolute;
30;3;3;30;5;58468;100;5;100;
30;3;3;30;3;859;100;3;100;
30;3;3;30;3;859;100;8;83;
30;3;3;30;3;859;100;12;12;
30;3;3;30;2;86;100;14;0;
30;3;3;30;5;58468;100;20;1;
30;3;3;30;2;86;100;11;0;
30;3;3;30;2;86;100;15;0;
30;3;3;30;4;7473;100;13;40;
30;3;3;30;5;58468;100;15;57;
30;3;3;30;1;6;100;10;0;
30;3;3;30;2;86;100;12;0;
30;3;3;30;5;58468;100;11;100;
30;3;3;30;4;7473;100;10;99;
30;3;3;30;3;859;100;9;60;
30;3;3;30;4;7473;100;2;100;
30;3;3;30;1;6;100;4;11;
30;3;3;30;1;6;100;16;0;
30;3;3;30;3;859;100;20;0;
30;3;3;30;1;6;100;3;37;
30;3;3;30;3;859;100;18;0;
30;3;3;30;2;86;100;6;54;
30;3;3;30;5;58468;100;7;100;
30;3;3;30;2;86;100;4;96;
30;3;3;30;3;859;100;17;0;
30;3;3;30;1;6;100;6;4;
30;3;3;30;3;859;100;11;20;
30;3;3;30;4;7473;100;8;100;
30;3;3;30;4;7473;100;16;4;
30;3;3;30;3;859;100;14;7;
30;3;3;30;2;86;100;7;21;
30;3;3;30;4;7473;100;20;1;
30;3;3;30;5;58468;100;1;100;
30;3;3;30;2;86;100;3;100;
30;3;3;30;2;86;100;5;74;
30;3;3;30;4;7473;100;4;100;
30;3;3;30;1;6;100;11;0;
30;3;3;30;3;859;100;6;100;
30;3;3;30;3;859;100;4;100;
30;3;3;30;3;859;100;19;0;
30;3;3;30;3;859;100;15;0;
30;3;3;30;5;58468;100;10;100;
30;3;3;30;1;6;100;8;3;
30;3;3;30;5;58468;100;9;100;
30;3;3;30;5;58468;100;8;100;
30;3;3;30;2;86;100;8;15;
30;3;3;30;5;58468;100;3;100;
30;3;3;30;1;6;100;12;0;
30;3;3;30;1;6;100;13;0;
30;3;3;30;2;86;100;13;0;
30;3;3;30;4;7473;100;3;100;
30;3;3;30;5;58468;100;12;99;
30;3;3;30;4;7473;100;7;100;
30;3;3;30;1;6;100;9;0;
30;3;3;30;4;7473;100;18;0;
30;3;3;30;1;6;100;20;0;
30;3;3;30;4;7473;100;5;100;
30;3;3;30;5;58468;100;6;100;
30;3;3;30;2;86;100;19;0;
