NumberOfParameters;ValidValues;InvalidValues;ErrorHandlers;Strength;Size;NoOfVariants;IndexOfIncorrectEH;Absolute;
30;3;3;30;4;7473;100;17;0;
30;3;3;30;1;6;100;19;0;
30;3;3;30;1;6;100;15;0;
30;3;3;30;5;58468;100;4;100;
30;3;3;30;3;859;100;2;100;
30;3;3;30;4;7473;100;6;100;
30;3;3;30;4;7473;100;11;85;
30;3;3;30;3;859;100;7;99;
30;3;3;30;4;7473;100;14;16;
30;3;3;30;3;859;100;16;1;
30;3;3;30;5;58468;100;18;7;
30;3;3;30;1;6;100;7;4;
30;3;3;30;5;58468;100;0;100;
30;3;3;30;4;7473;100;1;100;
30;3;3;30;1;6;100;0;100;
30;3;3;30;2;86;100;2;100;
30;3;3;30;4;7473;100;12;62;
30;3;3;30;1;6;100;18;0;
30;3;3;30;4;7473;100;9;100;
30;3;3;30;1;6;100;17;0;
30;3;3;30;1;6;100;2;65;
30;3;3;30;4;7473;100;15;13;
30;3;3;30;3;859;100;13;4;
30;3;3;30;4;7473;100;0;100;
30;3;3;30;2;86;100;1;100;
30;3;3;30;3;859;100;1;100;
30;3;3;30;2;86;100;9;9;
30;3;3;30;2;86;100;18;0;
30;3;3;30;3;859;100;10;39;
30;3;3;30;2;86;100;17;0;
30;3;3;30;5;58468;100;14;83;
30;3;3;30;5;58468;100;16;30;
30;3;3;30;1;6;100;1;96;
30;3;3;30;4;7473;100;19;0;
30;3;3;30;2;86;100;0;100;
30;3;3;30;3;859;100;5;100;
30;3;3;30;5;58468;100;17;24;
30;3;3;30;2;86;100;10;7;
30;3;3;30;1;6;100;14;0;
30;3;3;30;5;58468;100;19;5;
30;3;3;30;5;58468;100;13;97;
30;3;3;30;2;86;100;20;0;
30;3;3;30;3;859;100;0;100;
30;3;3;30;1;6;100;5;4;
30;3;3;30;2;86;100;16;0;
30;3;3;30;5;58468;100;2;100;
30;3;3;30;2;86;100;21;0;
30;3;3;30;3;859;100;24;0;
30;3;3;30;5;58468;100;29;0;
30;3;3;30;3;859;100;25;0;
30;3;3;30;4;7473;100;27;0;
30;3;3;30;1;6;100;28;0;
30;3;3;30;1;6;100;22;0;
30;3;3;30;2;86;100;29;0;
30;3;3;30;4;7473;100;29;0;
30;3;3;30;4;7473;100;26;0;
30;3;3;30;2;86;100;22;0;
30;3;3;30;1;6;100;24;0;
30;3;3;30;2;86;100;26;0;
30;3;3;30;2;86;100;28;0;
30;3;3;30;2;86;100;24;0;
30;3;3;30;4;7473;100;28;0;
30;3;3;30;3;859;100;27;0;
30;3;3;30;2;86;100;27;0;
30;3;3;30;1;6;100;29;0;
30;3;3;30;4;7473;100;22;0;
30;3;3;30;5;58468;100;21;4;
30;3;3;30;4;7473;100;21;0;
30;3;3;30;2;86;100;25;0;
30;3;3;30;1;6;100;21;0;
30;3;3;30;5;58468;100;24;0;
30;3;3;30;1;6;100;23;0;
30;3;3;30;3;859;100;29;0;
30;3;3;30;3;859;100;23;0;
30;3;3;30;5;58468;100;28;0;
30;3;3;30;3;859;100;26;0;
30;3;3;30;5;58468;100;25;2;
30;3;3;30;5;58468;100;23;1;
30;3;3;30;1;6;100;25;0;
30;3;3;30;2;86;100;23;0;
30;3;3;30;4;7473;100;23;0;
30;3;3;30;5;58468;100;27;0;
30;3;3;30;1;6;100;27;0;
30;3;3;30;5;58468;100;26;0;
30;3;3;30;3;859;100;28;0;
30;3;3;30;4;7473;100;25;0;
30;3;3;30;1;6;100;26;0;
30;3;3;30;4;7473;100;24;0;
30;3;3;30;5;58468;100;22;1;
30;3;3;30;3;859;100;21;0;
30;3;3;30;3;859;100;22;0;
