NumberOfParameters;ValidValues;InvalidValues;ErrorHandlers;Strength;Size;NoOfVariants;IndexOfIncorrectEH;Absolute;
24;2;1;24;3;98;100;17;2;
24;2;1;24;4;396;100;20;5;
24;2;1;24;2;21;100;19;0;
24;2;1;24;5;1513;100;3;100;
24;2;1;24;5;1513;100;20;12;
24;2;1;24;4;396;100;6;100;
24;2;1;24;3;98;100;1;100;
24;2;1;24;2;21;100;4;81;
24;2;1;24;1;3;100;21;0;
24;2;1;24;1;3;100;22;0;
24;2;1;24;2;21;100;12;4;
24;2;1;24;1;3;100;1;77;
24;2;1;24;5;1513;100;0;100;
24;2;1;24;5;1513;100;9;100;
24;2;1;24;3;98;100;19;1;
24;2;1;24;2;21;100;20;1;
24;2;1;24;4;396;100;12;51;
24;2;1;24;2;21;100;22;0;
24;2;1;24;2;21;100;0;100;
24;2;1;24;5;1513;100;11;100;
24;2;1;24;2;21;100;3;97;
24;2;1;24;3;98;100;6;99;
24;2;1;24;2;21;100;1;100;
24;2;1;24;1;3;100;20;0;
24;2;1;24;3;98;100;8;70;
24;2;1;24;2;21;100;10;11;
24;2;1;24;4;396;100;9;98;
24;2;1;24;1;3;100;9;2;
24;2;1;24;4;396;100;17;16;
24;2;1;24;2;21;100;17;0;
24;2;1;24;3;98;100;2;100;
24;2;1;24;3;98;100;22;0;
24;2;1;24;3;98;100;5;99;
24;2;1;24;3;98;100;13;12;
24;2;1;24;3;98;100;4;100;
24;2;1;24;2;21;100;13;5;
24;2;1;24;3;98;100;18;2;
24;2;1;24;3;98;100;23;0;
24;2;1;24;2;21;100;21;1;
24;2;1;24;5;1513;100;23;3;
24;2;1;24;1;3;100;0;100;
24;2;1;24;4;396;100;14;37;
24;2;1;24;1;3;100;6;4;
24;2;1;24;1;3;100;12;0;
24;2;1;24;4;396;100;22;1;
24;2;1;24;1;3;100;19;0;
24;2;1;24;5;1513;100;19;19;
24;2;1;24;4;396;100;18;14;
24;2;1;24;3;98;100;15;9;
24;2;1;24;3;98;100;3;100;
24;2;1;24;4;396;100;7;100;
24;2;1;24;2;21;100;6;52;
24;2;1;24;5;1513;100;14;91;
24;2;1;24;3;98;100;12;22;
24;2;1;24;5;1513;100;2;100;
24;2;1;24;4;396;100;10;94;
24;2;1;24;1;3;100;8;5;
24;2;1;24;5;1513;100;1;100;
24;2;1;24;1;3;100;13;0;
24;2;1;24;1;3;100;10;2;
24;2;1;24;1;3;100;2;39;
24;2;1;24;4;396;100;8;100;
24;2;1;24;3;98;100;0;100;
24;2;1;24;1;3;100;11;1;
24;2;1;24;1;3;100;17;0;
24;2;1;24;2;21;100;5;69;
24;2;1;24;2;21;100;7;32;
24;2;1;24;4;396;100;4;100;
24;2;1;24;4;396;100;21;2;
24;2;1;24;2;21;100;18;0;
24;2;1;24;5;1513;100;22;4;
24;2;1;24;4;396;100;16;18;
24;2;1;24;1;3;100;16;0;
24;2;1;24;3;98;100;7;91;
24;2;1;24;3;98;100;9;61;
24;2;1;24;5;1513;100;13;95;
24;2;1;24;1;3;100;15;0;
24;2;1;24;2;21;100;16;2;
24;2;1;24;4;396;100;1;100;
24;2;1;24;2;21;100;23;0;
24;2;1;24;2;21;100;11;12;
24;2;1;24;5;1513;100;10;100;
24;2;1;24;3;98;100;20;2;
24;2;1;24;5;1513;100;12;99;
24;2;1;24;5;1513;100;6;100;
24;2;1;24;2;21;100;2;100;
24;2;1;24;1;3;100;3;25;
24;2;1;24;1;3;100;4;15;
24;2;1;24;2;21;100;9;17;
24;2;1;24;5;1513;100;4;100;
24;2;1;24;3;98;100;11;30;
24;2;1;24;5;1513;100;5;100;
24;2;1;24;1;3;100;5;3;
24;2;1;24;5;1513;100;17;36;
24;2;1;24;4;396;100;23;2;
24;2;1;24;2;21;100;14;1;
24;2;1;24;5;1513;100;21;11;
24;2;1;24;3;98;100;16;8;
24;2;1;24;4;396;100;13;50;
24;2;1;24;4;396;100;19;10;
24;2;1;24;3;98;100;10;52;
24;2;1;24;4;396;100;5;100;
24;2;1;24;5;1513;100;15;68;
24;2;1;24;5;1513;100;16;52;
24;2;1;24;5;1513;100;8;100;
24;2;1;24;4;396;100;15;23;
24;2;1;24;4;396;100;0;100;
24;2;1;24;3;98;100;21;0;
24;2;1;24;2;21;100;8;36;
24;2;1;24;1;3;100;7;8;
24;2;1;24;1;3;100;18;0;
24;2;1;24;1;3;100;23;0;
24;2;1;24;2;21;100;15;3;
24;2;1;24;4;396;100;11;88;
24;2;1;24;4;396;100;2;100;
24;2;1;24;5;1513;100;7;100;
24;2;1;24;1;3;100;14;0;
24;2;1;24;4;396;100;3;100;
24;2;1;24;3;98;100;14;11;
24;2;1;24;5;1513;100;18;29;
