NumberOfParameters;ValidValues;InvalidValues;ErrorHandlers;Strength;Size;NoOfVariants;IndexOfIncorrectEH;Absolute;
18;3;1;18;2;36;100;9;49;
18;3;1;18;2;36;100;12;27;
18;3;1;18;5;5458;100;14;100;
18;3;1;18;2;36;100;16;10;
18;3;1;18;5;5458;100;7;100;
18;3;1;18;3;202;100;0;100;
18;3;1;18;2;36;100;14;18;
18;3;1;18;2;36;100;3;100;
18;3;1;18;3;202;100;4;100;
18;3;1;18;5;5458;100;17;100;
18;3;1;18;5;5458;100;0;100;
18;3;1;18;5;5458;100;1;100;
18;3;1;18;2;36;100;11;38;
18;3;1;18;5;5458;100;6;100;
18;3;1;18;4;1098;100;11;100;
18;3;1;18;2;36;100;15;11;
18;3;1;18;4;1098;100;5;100;
18;3;1;18;2;36;100;2;100;
18;3;1;18;3;202;100;12;81;
18;3;1;18;1;4;100;15;0;
18;3;1;18;5;5458;100;8;100;
18;3;1;18;4;1098;100;14;100;
18;3;1;18;1;4;100;17;0;
18;3;1;18;3;202;100;2;100;
18;3;1;18;1;4;100;0;100;
18;3;1;18;1;4;100;1;83;
18;3;1;18;3;202;100;9;99;
18;3;1;18;4;1098;100;8;100;
18;3;1;18;3;202;100;7;100;
18;3;1;18;2;36;100;1;100;
18;3;1;18;3;202;100;8;100;
18;3;1;18;4;1098;100;10;100;
18;3;1;18;3;202;100;15;54;
18;3;1;18;4;1098;100;2;100;
18;3;1;18;2;36;100;4;99;
18;3;1;18;3;202;100;5;100;
18;3;1;18;5;5458;100;9;100;
18;3;1;18;4;1098;100;13;100;
18;3;1;18;5;5458;100;13;100;
18;3;1;18;3;202;100;14;56;
18;3;1;18;2;36;100;6;86;
18;3;1;18;5;5458;100;16;100;
18;3;1;18;4;1098;100;17;85;
18;3;1;18;1;4;100;8;8;
18;3;1;18;4;1098;100;1;100;
18;3;1;18;1;4;100;11;1;
18;3;1;18;5;5458;100;11;100;
18;3;1;18;4;1098;100;15;94;
18;3;1;18;2;36;100;17;8;
18;3;1;18;1;4;100;7;10;
18;3;1;18;2;36;100;13;22;
18;3;1;18;4;1098;100;9;100;
18;3;1;18;3;202;100;13;67;
18;3;1;18;1;4;100;16;0;
18;3;1;18;5;5458;100;12;100;
18;3;1;18;5;5458;100;3;100;
18;3;1;18;4;1098;100;0;100;
18;3;1;18;1;4;100;14;3;
18;3;1;18;5;5458;100;4;100;
18;3;1;18;4;1098;100;3;100;
18;3;1;18;3;202;100;16;42;
18;3;1;18;2;36;100;8;75;
18;3;1;18;1;4;100;5;26;
18;3;1;18;5;5458;100;5;100;
18;3;1;18;5;5458;100;10;100;
18;3;1;18;3;202;100;3;100;
18;3;1;18;5;5458;100;2;100;
18;3;1;18;4;1098;100;4;100;
18;3;1;18;3;202;100;17;32;
18;3;1;18;4;1098;100;16;94;
18;3;1;18;1;4;100;4;40;
18;3;1;18;3;202;100;6;100;
18;3;1;18;1;4;100;13;2;
18;3;1;18;1;4;100;12;10;
18;3;1;18;4;1098;100;12;100;
18;3;1;18;1;4;100;10;3;
18;3;1;18;2;36;100;10;47;
18;3;1;18;3;202;100;10;99;
18;3;1;18;2;36;100;7;76;
18;3;1;18;1;4;100;6;22;
18;3;1;18;5;5458;100;15;100;
18;3;1;18;1;4;100;9;4;
18;3;1;18;2;36;100;0;100;
18;3;1;18;3;202;100;11;92;
18;3;1;18;3;202;100;1;100;
18;3;1;18;1;4;100;3;48;
18;3;1;18;2;36;100;5;95;
18;3;1;18;4;1098;100;7;100;
18;3;1;18;1;4;100;2;58;
18;3;1;18;4;1098;100;6;100;
