NumberOfParameters;ValidValues;InvalidValues;ErrorHandlers;Strength;Size;NoOfVariants;IndexOfIncorrectEH;Absolute;
6;1;3;6;2;24;100;0;100;
6;1;3;6;1;4;100;2;15;
6;1;3;6;2;24;100;1;100;
6;1;3;6;4;442;100;0;100;
6;1;3;6;2;24;100;5;1;
6;1;3;6;2;24;100;3;26;
6;1;3;6;1;4;100;5;0;
6;1;3;6;1;4;100;3;8;
6;1;3;6;3;109;100;5;14;
6;1;3;6;5;1377;100;2;100;
6;1;3;6;4;442;100;4;83;
6;1;3;6;5;1377;100;3;100;
6;1;3;6;3;109;100;2;100;
6;1;3;6;2;24;100;2;83;
6;1;3;6;3;109;100;1;100;
6;1;3;6;5;1377;100;1;100;
6;1;3;6;3;109;100;4;36;
6;1;3;6;1;4;100;0;100;
6;1;3;6;1;4;100;4;3;
6;1;3;6;5;1377;100;0;100;
6;1;3;6;4;442;100;2;100;
6;1;3;6;5;1377;100;5;78;
6;1;3;6;5;1377;100;4;100;
6;1;3;6;4;442;100;1;100;
6;1;3;6;4;442;100;3;100;
6;1;3;6;3;109;100;3;90;
6;1;3;6;3;109;100;0;100;
6;1;3;6;4;442;100;5;36;
6;1;3;6;1;4;100;1;83;
6;1;3;6;2;24;100;4;8;
