NumberOfParameters;ValidValues;InvalidValues;ErrorHandlers;Strength;Size;NoOfVariants;IndexOfIncorrectEH;Absolute;
18;3;3;18;5;42102;100;16;33;
18;3;3;18;1;6;100;3;33;
18;3;3;18;5;42102;100;14;76;
18;3;3;18;5;42102;100;8;100;
18;3;3;18;5;42102;100;0;100;
18;3;3;18;2;75;100;6;43;
18;3;3;18;2;75;100;15;0;
18;3;3;18;5;42102;100;12;98;
18;3;3;18;5;42102;100;1;100;
18;3;3;18;3;689;100;3;100;
18;3;3;18;2;75;100;14;0;
18;3;3;18;5;42102;100;5;100;
18;3;3;18;3;689;100;7;96;
18;3;3;18;3;689;100;14;2;
18;3;3;18;2;75;100;13;1;
18;3;3;18;2;75;100;9;5;
18;3;3;18;4;5650;100;6;100;
18;3;3;18;2;75;100;5;75;
18;3;3;18;1;6;100;13;0;
18;3;3;18;2;75;100;8;11;
18;3;3;18;1;6;100;17;0;
18;3;3;18;1;6;100;12;0;
18;3;3;18;1;6;100;4;14;
18;3;3;18;4;5650;100;13;28;
18;3;3;18;3;689;100;10;22;
18;3;3;18;3;689;100;12;11;
18;3;3;18;4;5650;100;15;7;
18;3;3;18;3;689;100;16;0;
18;3;3;18;1;6;100;9;0;
18;3;3;18;1;6;100;8;2;
18;3;3;18;3;689;100;1;100;
18;3;3;18;3;689;100;13;6;
18;3;3;18;4;5650;100;3;100;
18;3;3;18;4;5650;100;16;2;
18;3;3;18;2;75;100;3;100;
18;3;3;18;4;5650;100;7;100;
18;3;3;18;1;6;100;14;0;
18;3;3;18;4;5650;100;5;100;
18;3;3;18;1;6;100;10;0;
18;3;3;18;5;42102;100;6;100;
18;3;3;18;5;42102;100;13;92;
18;3;3;18;2;75;100;4;96;
18;3;3;18;4;5650;100;0;100;
18;3;3;18;1;6;100;16;0;
18;3;3;18;2;75;100;16;0;
18;3;3;18;4;5650;100;11;72;
18;3;3;18;2;75;100;1;100;
18;3;3;18;4;5650;100;14;22;
18;3;3;18;2;75;100;0;100;
18;3;3;18;2;75;100;10;5;
18;3;3;18;1;6;100;1;96;
18;3;3;18;3;689;100;0;100;
18;3;3;18;4;5650;100;4;100;
18;3;3;18;4;5650;100;17;1;
18;3;3;18;1;6;100;5;8;
18;3;3;18;4;5650;100;2;100;
18;3;3;18;1;6;100;7;3;
18;3;3;18;4;5650;100;1;100;
18;3;3;18;3;689;100;6;100;
18;3;3;18;3;689;100;11;19;
18;3;3;18;3;689;100;5;100;
18;3;3;18;5;42102;100;9;100;
18;3;3;18;5;42102;100;3;100;
18;3;3;18;2;75;100;12;0;
18;3;3;18;1;6;100;11;2;
18;3;3;18;5;42102;100;2;100;
18;3;3;18;1;6;100;6;6;
18;3;3;18;3;689;100;17;0;
18;3;3;18;3;689;100;2;100;
18;3;3;18;4;5650;100;8;100;
18;3;3;18;1;6;100;2;71;
18;3;3;18;1;6;100;15;0;
18;3;3;18;2;75;100;2;100;
18;3;3;18;2;75;100;11;1;
18;3;3;18;5;42102;100;4;100;
18;3;3;18;3;689;100;9;49;
18;3;3;18;4;5650;100;9;100;
18;3;3;18;3;689;100;15;0;
18;3;3;18;5;42102;100;10;100;
18;3;3;18;2;75;100;7;23;
18;3;3;18;2;75;100;17;0;
18;3;3;18;1;6;100;0;100;
18;3;3;18;5;42102;100;7;100;
18;3;3;18;5;42102;100;17;14;
18;3;3;18;3;689;100;8;81;
18;3;3;18;5;42102;100;11;100;
18;3;3;18;4;5650;100;10;96;
18;3;3;18;3;689;100;4;100;
18;3;3;18;5;42102;100;15;44;
18;3;3;18;4;5650;100;12;49;
