NumberOfParameters;ValidValues;InvalidValues;ErrorHandlers;Strength;Size;NoOfVariants;IndexOfIncorrectEH;Absolute;
30;2;2;30;3;255;100;3;100;
30;2;2;30;3;255;100;26;0;
30;2;2;30;4;1448;100;12;12;
30;2;2;30;4;1448;100;3;100;
30;2;2;30;4;1448;100;29;0;
30;2;2;30;4;1448;100;10;44;
30;2;2;30;3;255;100;6;85;
30;2;2;30;1;4;100;16;0;
30;2;2;30;4;1448;100;26;0;
30;2;2;30;3;255;100;17;0;
30;2;2;30;5;7555;100;13;25;
30;2;2;30;5;7555;100;6;100;
30;2;2;30;5;7555;100;2;100;
30;2;2;30;5;7555;100;21;0;
30;2;2;30;4;1448;100;14;5;
30;2;2;30;5;7555;100;4;100;
30;2;2;30;3;255;100;19;0;
30;2;2;30;4;1448;100;18;1;
30;2;2;30;2;41;100;9;7;
30;2;2;30;4;1448;100;21;0;
30;2;2;30;1;4;100;26;0;
30;2;2;30;3;255;100;1;100;
30;2;2;30;2;41;100;23;0;
30;2;2;30;3;255;100;24;0;
30;2;2;30;5;7555;100;3;100;
30;2;2;30;1;4;100;24;0;
30;2;2;30;2;41;100;22;0;
30;2;2;30;4;1448;100;22;0;
30;2;2;30;2;41;100;29;0;
30;2;2;30;3;255;100;29;0;
30;2;2;30;4;1448;100;4;100;
30;2;2;30;3;255;100;28;0;
30;2;2;30;3;255;100;18;0;
30;2;2;30;1;4;100;13;0;
30;2;2;30;2;41;100;21;0;
30;2;2;30;1;4;100;27;0;
30;2;2;30;2;41;100;15;0;
30;2;2;30;5;7555;100;15;5;
30;2;2;30;3;255;100;2;100;
30;2;2;30;4;1448;100;9;77;
30;2;2;30;2;41;100;16;0;
30;2;2;30;2;41;100;20;0;
30;2;2;30;4;1448;100;27;0;
30;2;2;30;1;4;100;8;1;
30;2;2;30;3;255;100;13;1;
30;2;2;30;1;4;100;10;0;
30;2;2;30;5;7555;100;16;10;
30;2;2;30;3;255;100;7;68;
30;2;2;30;4;1448;100;20;0;
30;2;2;30;1;4;100;7;1;
30;2;2;30;4;1448;100;0;100;
30;2;2;30;4;1448;100;15;0;
30;2;2;30;3;255;100;25;0;
30;2;2;30;4;1448;100;11;29;
30;2;2;30;1;4;100;14;0;
30;2;2;30;5;7555;100;11;90;
30;2;2;30;3;255;100;5;100;
30;2;2;30;2;41;100;28;0;
30;2;2;30;4;1448;100;6;100;
30;2;2;30;1;4;100;11;0;
30;2;2;30;4;1448;100;28;0;
30;2;2;30;3;255;100;22;0;
30;2;2;30;4;1448;100;25;0;
30;2;2;30;4;1448;100;1;100;
30;2;2;30;5;7555;100;19;0;
30;2;2;30;2;41;100;11;5;
30;2;2;30;4;1448;100;13;8;
30;2;2;30;3;255;100;16;0;
30;2;2;30;2;41;100;27;0;
30;2;2;30;2;41;100;7;9;
30;2;2;30;2;41;100;10;3;
30;2;2;30;5;7555;100;29;0;
30;2;2;30;2;41;100;25;0;
30;2;2;30;5;7555;100;14;28;
30;2;2;30;3;255;100;9;20;
30;2;2;30;5;7555;100;9;100;
