NumberOfParameters;ValidValues;InvalidValues;ErrorHandlers;Strength;Size;NoOfVariants;IndexOfIncorrectEH;Absolute;
30;2;2;30;2;41;100;24;0;
30;2;2;30;3;255;100;12;5;
30;2;2;30;2;41;100;8;5;
30;2;2;30;5;7555;100;25;0;
30;2;2;30;2;41;100;6;21;
30;2;2;30;5;7555;100;27;0;
30;2;2;30;3;255;100;20;0;
30;2;2;30;4;1448;100;7;100;
30;2;2;30;1;4;100;29;0;
30;2;2;30;5;7555;100;0;100;
30;2;2;30;3;255;100;27;0;
30;2;2;30;1;4;100;20;0;
30;2;2;30;5;7555;100;18;2;
30;2;2;30;3;255;100;14;1;
30;2;2;30;1;4;100;3;19;
30;2;2;30;4;1448;100;24;0;
30;2;2;30;2;41;100;5;60;
30;2;2;30;2;41;100;12;0;
30;2;2;30;2;41;100;18;0;
30;2;2;30;1;4;100;17;0;
30;2;2;30;2;41;100;17;0;
30;2;2;30;1;4;100;2;49;
30;2;2;30;1;4;100;19;0;
30;2;2;30;5;7555;100;7;100;
30;2;2;30;4;1448;100;16;2;
30;2;2;30;4;1448;100;23;0;
30;2;2;30;5;7555;100;26;0;
30;2;2;30;3;255;100;8;41;
30;2;2;30;5;7555;100;8;100;
30;2;2;30;3;255;100;21;0;
30;2;2;30;1;4;100;22;0;
30;2;2;30;5;7555;100;12;68;
30;2;2;30;4;1448;100;17;1;
30;2;2;30;5;7555;100;5;100;
30;2;2;30;1;4;100;12;0;
30;2;2;30;2;41;100;4;77;
30;2;2;30;1;4;100;28;0;
30;2;2;30;2;41;100;3;97;
30;2;2;30;1;4;100;1;83;
30;2;2;30;2;41;100;13;1;
30;2;2;30;4;1448;100;5;100;
30;2;2;30;5;7555;100;17;2;
30;2;2;30;3;255;100;0;100;
30;2;2;30;1;4;100;21;0;
30;2;2;30;3;255;100;15;0;
30;2;2;30;1;4;100;4;12;
30;2;2;30;1;4;100;23;0;
30;2;2;30;4;1448;100;19;0;
30;2;2;30;1;4;100;6;1;
30;2;2;30;3;255;100;10;9;
30;2;2;30;5;7555;100;28;0;
30;2;2;30;1;4;100;25;0;
30;2;2;30;3;255;100;11;4;
30;2;2;30;1;4;100;0;100;
30;2;2;30;5;7555;100;10;99;
30;2;2;30;2;41;100;14;0;
30;2;2;30;2;41;100;2;100;
30;2;2;30;2;41;100;1;100;
30;2;2;30;5;7555;100;23;0;
30;2;2;30;1;4;100;5;6;
30;2;2;30;5;7555;100;20;0;
30;2;2;30;5;7555;100;1;100;
30;2;2;30;4;1448;100;2;100;
30;2;2;30;2;41;100;19;1;
30;2;2;30;2;41;100;0;100;
30;2;2;30;3;255;100;23;0;
30;2;2;30;1;4;100;18;0;
30;2;2;30;2;41;100;26;0;
30;2;2;30;5;7555;100;24;0;
30;2;2;30;3;255;100;4;100;
30;2;2;30;4;1448;100;8;94;
30;2;2;30;5;7555;100;22;0;
30;2;2;30;1;4;100;9;0;
30;2;2;30;1;4;100;15;0;
