NumberOfParameters;ValidValues;InvalidValues;ErrorHandlers;Strength;Size;NoOfVariants;IndexOfIncorrectEH;Absolute;
18;1;5;18;3;689;100;16;0;
18;1;5;18;1;6;100;2;10;
18;1;5;18;1;6;100;13;0;
18;1;5;18;5;42102;100;4;100;
18;1;5;18;2;75;100;13;0;
18;1;5;18;1;6;100;4;0;
18;1;5;18;2;75;100;0;100;
18;1;5;18;2;75;100;15;0;
18;1;5;18;1;6;100;9;0;
18;1;5;18;4;5650;100;12;0;
18;1;5;18;2;75;100;4;5;
18;1;5;18;1;6;100;3;2;
18;1;5;18;3;689;100;15;0;
18;1;5;18;3;689;100;5;3;
18;1;5;18;1;6;100;0;100;
18;1;5;18;5;42102;100;12;0;
18;1;5;18;5;42102;100;2;100;
18;1;5;18;3;689;100;1;100;
18;1;5;18;4;5650;100;5;44;
18;1;5;18;4;5650;100;6;10;
18;1;5;18;4;5650;100;0;100;
18;1;5;18;2;75;100;11;0;
18;1;5;18;5;42102;100;11;0;
18;1;5;18;4;5650;100;4;99;
18;1;5;18;5;42102;100;7;4;
18;1;5;18;1;6;100;17;0;
18;1;5;18;3;689;100;12;0;
18;1;5;18;3;689;100;10;0;
18;1;5;18;2;75;100;6;0;
18;1;5;18;2;75;100;5;0;
18;1;5;18;1;6;100;1;81;
18;1;5;18;5;42102;100;5;100;
18;1;5;18;1;6;100;8;0;
18;1;5;18;3;689;100;0;100;
18;1;5;18;1;6;100;15;0;
18;1;5;18;2;75;100;9;0;
18;1;5;18;3;689;100;9;0;
18;1;5;18;1;6;100;14;0;
18;1;5;18;5;42102;100;15;0;
18;1;5;18;4;5650;100;16;0;
18;1;5;18;4;5650;100;15;0;
18;1;5;18;5;42102;100;16;0;
18;1;5;18;2;75;100;10;0;
18;1;5;18;3;689;100;2;100;
18;1;5;18;4;5650;100;13;0;
18;1;5;18;2;75;100;8;0;
18;1;5;18;3;689;100;14;0;
18;1;5;18;2;75;100;1;100;
18;1;5;18;2;75;100;2;92;
18;1;5;18;5;42102;100;8;3;
18;1;5;18;5;42102;100;0;100;
18;1;5;18;2;75;100;14;0;
18;1;5;18;5;42102;100;1;100;
18;1;5;18;1;6;100;7;0;
18;1;5;18;1;6;100;12;0;
18;1;5;18;4;5650;100;3;100;
18;1;5;18;4;5650;100;17;0;
18;1;5;18;2;75;100;17;0;
18;1;5;18;3;689;100;7;0;
18;1;5;18;1;6;100;11;0;
18;1;5;18;1;6;100;5;0;
18;1;5;18;1;6;100;6;0;
18;1;5;18;4;5650;100;11;0;
18;1;5;18;3;689;100;11;0;
18;1;5;18;5;42102;100;6;51;
18;1;5;18;5;42102;100;3;100;
18;1;5;18;2;75;100;7;0;
18;1;5;18;3;689;100;8;1;
18;1;5;18;4;5650;100;7;2;
18;1;5;18;4;5650;100;9;0;
18;1;5;18;5;42102;100;13;0;
18;1;5;18;3;689;100;13;0;
18;1;5;18;5;42102;100;9;0;
18;1;5;18;1;6;100;10;0;
18;1;5;18;5;42102;100;10;0;
18;1;5;18;5;42102;100;17;0;
18;1;5;18;3;689;100;17;0;
18;1;5;18;4;5650;100;10;0;
18;1;5;18;2;75;100;12;0;
18;1;5;18;3;689;100;4;37;
18;1;5;18;3;689;100;6;0;
18;1;5;18;1;6;100;16;0;
18;1;5;18;2;75;100;16;0;
18;1;5;18;4;5650;100;1;100;
18;1;5;18;4;5650;100;2;100;
18;1;5;18;4;5650;100;8;0;
18;1;5;18;3;689;100;3;95;
18;1;5;18;4;5650;100;14;0;
18;1;5;18;5;42102;100;14;0;
18;1;5;18;2;75;100;3;18;
