NumberOfParameters;ValidValues;InvalidValues;ErrorHandlers;Strength;Size;NoOfVariants;IndexOfIncorrectEH;Absolute;
12;1;2;12;3;71;100;5;18;
12;1;2;12;5;885;100;7;23;
12;1;2;12;3;71;100;2;100;
12;1;2;12;2;20;100;0;100;
12;1;2;12;1;3;100;7;0;
12;1;2;12;4;262;100;2;100;
12;1;2;12;5;885;100;2;100;
12;1;2;12;4;262;100;11;0;
12;1;2;12;2;20;100;8;0;
12;1;2;12;1;3;100;11;0;
12;1;2;12;2;20;100;4;22;
12;1;2;12;4;262;100;9;0;
12;1;2;12;1;3;100;5;1;
12;1;2;12;5;885;100;1;100;
12;1;2;12;5;885;100;5;96;
12;1;2;12;4;262;100;1;100;
12;1;2;12;3;71;100;10;0;
12;1;2;12;1;3;100;3;8;
12;1;2;12;5;885;100;9;4;
12;1;2;12;5;885;100;11;0;
12;1;2;12;3;71;100;0;100;
12;1;2;12;1;3;100;10;0;
12;1;2;12;5;885;100;4;100;
12;1;2;12;3;71;100;7;3;
12;1;2;12;3;71;100;11;0;
12;1;2;12;4;262;100;0;100;
12;1;2;12;5;885;100;0;100;
12;1;2;12;4;262;100;10;2;
12;1;2;12;4;262;100;6;33;
12;1;2;12;2;20;100;6;1;
12;1;2;12;2;20;100;5;7;
12;1;2;12;1;3;100;6;0;
12;1;2;12;1;3;100;2;13;
12;1;2;12;5;885;100;8;9;
12;1;2;12;4;262;100;4;92;
12;1;2;12;1;3;100;9;0;
12;1;2;12;4;262;100;5;57;
12;1;2;12;2;20;100;10;0;
12;1;2;12;4;262;100;7;8;
12;1;2;12;1;3;100;8;0;
12;1;2;12;3;71;100;6;5;
12;1;2;12;3;71;100;8;0;
12;1;2;12;2;20;100;1;100;
12;1;2;12;3;71;100;4;52;
12;1;2;12;2;20;100;2;88;
12;1;2;12;5;885;100;10;1;
12;1;2;12;2;20;100;9;0;
12;1;2;12;2;20;100;11;0;
12;1;2;12;3;71;100;9;1;
12;1;2;12;3;71;100;3;95;
12;1;2;12;2;20;100;3;42;
12;1;2;12;1;3;100;4;2;
12;1;2;12;5;885;100;3;100;
12;1;2;12;4;262;100;3;100;
12;1;2;12;4;262;100;8;2;
12;1;2;12;2;20;100;7;0;
12;1;2;12;1;3;100;0;100;
12;1;2;12;3;71;100;1;100;
12;1;2;12;5;885;100;6;61;
12;1;2;12;1;3;100;1;68;
