NumberOfParameters;ValidValues;InvalidValues;ErrorHandlers;Strength;Size;NoOfVariants;IndexOfIncorrectEH;Absolute;
18;4;1;18;3;401;100;9;100;
18;4;1;18;3;401;100;14;98;
18;4;1;18;4;2725;100;13;100;
18;4;1;18;1;5;100;3;49;
18;4;1;18;4;2725;100;8;100;
18;4;1;18;1;5;100;6;26;
18;4;1;18;1;5;100;10;10;
18;4;1;18;2;54;100;14;46;
18;4;1;18;5;16843;100;8;100;
18;4;1;18;1;5;100;11;13;
18;4;1;18;5;16843;100;7;100;
18;4;1;18;2;54;100;16;23;
18;4;1;18;4;2725;100;6;100;
18;4;1;18;2;54;100;3;100;
18;4;1;18;3;401;100;13;100;
18;4;1;18;5;16843;100;1;100;
18;4;1;18;1;5;100;1;83;
18;4;1;18;5;16843;100;4;100;
18;4;1;18;5;16843;100;10;100;
18;4;1;18;3;401;100;17;90;
18;4;1;18;2;54;100;7;94;
18;4;1;18;4;2725;100;3;100;
18;4;1;18;4;2725;100;12;100;
18;4;1;18;2;54;100;17;22;
18;4;1;18;1;5;100;0;100;
18;4;1;18;1;5;100;4;43;
18;4;1;18;3;401;100;16;93;
18;4;1;18;2;54;100;12;53;
18;4;1;18;3;401;100;6;100;
18;4;1;18;3;401;100;1;100;
18;4;1;18;4;2725;100;4;100;
18;4;1;18;4;2725;100;17;100;
18;4;1;18;4;2725;100;9;100;
18;4;1;18;1;5;100;17;3;
18;4;1;18;2;54;100;8;91;
18;4;1;18;5;16843;100;3;100;
18;4;1;18;5;16843;100;6;100;
18;4;1;18;2;54;100;10;57;
18;4;1;18;5;16843;100;11;100;
18;4;1;18;5;16843;100;9;100;
18;4;1;18;2;54;100;0;100;
18;4;1;18;3;401;100;3;100;
18;4;1;18;5;16843;100;15;100;
18;4;1;18;5;16843;100;16;100;
18;4;1;18;2;54;100;15;27;
18;4;1;18;1;5;100;15;2;
18;4;1;18;4;2725;100;15;100;
18;4;1;18;3;401;100;4;100;
18;4;1;18;5;16843;100;12;100;
18;4;1;18;4;2725;100;7;100;
18;4;1;18;4;2725;100;10;100;
18;4;1;18;2;54;100;5;99;
18;4;1;18;1;5;100;9;15;
18;4;1;18;1;5;100;12;10;
18;4;1;18;3;401;100;7;100;
18;4;1;18;1;5;100;2;57;
18;4;1;18;4;2725;100;5;100;
18;4;1;18;4;2725;100;2;100;
18;4;1;18;3;401;100;0;100;
18;4;1;18;5;16843;100;2;100;
18;4;1;18;5;16843;100;14;100;
18;4;1;18;2;54;100;11;69;
18;4;1;18;1;5;100;5;36;
18;4;1;18;2;54;100;2;100;
18;4;1;18;2;54;100;9;82;
18;4;1;18;4;2725;100;1;100;
18;4;1;18;1;5;100;14;3;
18;4;1;18;4;2725;100;16;100;
18;4;1;18;2;54;100;4;99;
18;4;1;18;2;54;100;1;100;
18;4;1;18;3;401;100;2;100;
18;4;1;18;1;5;100;7;25;
18;4;1;18;1;5;100;8;22;
18;4;1;18;3;401;100;11;100;
18;4;1;18;3;401;100;8;100;
18;4;1;18;5;16843;100;17;100;
18;4;1;18;5;16843;100;5;100;
18;4;1;18;1;5;100;13;3;
18;4;1;18;1;5;100;16;3;
18;4;1;18;3;401;100;15;97;
18;4;1;18;3;401;100;12;100;
18;4;1;18;3;401;100;5;100;
18;4;1;18;3;401;100;10;100;
18;4;1;18;5;16843;100;13;100;
18;4;1;18;4;2725;100;0;100;
18;4;1;18;4;2725;100;11;100;
18;4;1;18;4;2725;100;14;100;
18;4;1;18;2;54;100;6;99;
18;4;1;18;2;54;100;13;47;
18;4;1;18;5;16843;100;0;100;
