NumberOfParameters;ValidValues;InvalidValues;ErrorHandlers;Strength;Size;NoOfVariants;IndexOfIncorrectEH;Absolute;
30;5;1;30;4;7473;100;15;100;
30;5;1;30;5;58468;100;15;100;
30;5;1;30;1;6;100;15;3;
30;5;1;30;3;859;100;15;100;
30;5;1;30;2;86;100;15;51;
30;5;1;30;5;58468;100;17;100;
30;5;1;30;2;86;100;19;35;
30;5;1;30;5;58468;100;23;100;
30;5;1;30;4;7473;100;19;100;
30;5;1;30;5;58468;100;22;100;
30;5;1;30;4;7473;100;23;100;
30;5;1;30;4;7473;100;17;100;
30;5;1;30;3;859;100;16;100;
30;5;1;30;1;6;100;17;5;
30;5;1;30;1;6;100;19;3;
30;5;1;30;4;7473;100;18;100;
30;5;1;30;3;859;100;22;94;
30;5;1;30;2;86;100;16;59;
30;5;1;30;5;58468;100;21;100;
30;5;1;30;1;6;100;18;2;
30;5;1;30;2;86;100;18;49;
30;5;1;30;1;6;100;22;1;
30;5;1;30;2;86;100;22;23;
30;5;1;30;3;859;100;18;100;
30;5;1;30;4;7473;100;16;100;
30;5;1;30;5;58468;100;18;100;
30;5;1;30;1;6;100;20;4;
30;5;1;30;1;6;100;23;2;
30;5;1;30;4;7473;100;22;100;
30;5;1;30;5;58468;100;16;100;
30;5;1;30;4;7473;100;20;100;
30;5;1;30;5;58468;100;19;100;
30;5;1;30;1;6;100;16;6;
30;5;1;30;3;859;100;23;88;
30;5;1;30;3;859;100;20;98;
30;5;1;30;4;7473;100;21;100;
30;5;1;30;5;58468;100;20;100;
30;5;1;30;3;859;100;21;98;
30;5;1;30;2;86;100;21;28;
30;5;1;30;1;6;100;21;4;
30;5;1;30;3;859;100;17;100;
30;5;1;30;3;859;100;19;100;
30;5;1;30;2;86;100;23;17;
30;5;1;30;2;86;100;20;37;
30;5;1;30;2;86;100;17;57;
30;5;1;30;3;859;100;3;100;
30;5;1;30;4;7473;100;9;100;
30;5;1;30;5;58468;100;9;100;
30;5;1;30;1;6;100;14;9;
30;5;1;30;1;6;100;12;13;
30;5;1;30;4;7473;100;12;100;
30;5;1;30;1;6;100;2;65;
30;5;1;30;1;6;100;1;86;
30;5;1;30;3;859;100;14;100;
30;5;1;30;1;6;100;5;46;
30;5;1;30;5;58468;100;12;100;
30;5;1;30;3;859;100;13;100;
30;5;1;30;4;7473;100;14;100;
30;5;1;30;3;859;100;1;100;
30;5;1;30;1;6;100;7;27;
30;5;1;30;3;859;100;6;100;
30;5;1;30;4;7473;100;13;100;
30;5;1;30;2;86;100;5;100;
30;5;1;30;2;86;100;7;100;
30;5;1;30;2;86;100;3;100;
30;5;1;30;1;6;100;4;49;
30;5;1;30;4;7473;100;8;100;
30;5;1;30;4;7473;100;2;100;
30;5;1;30;1;6;100;13;8;
30;5;1;30;2;86;100;11;90;
30;5;1;30;2;86;100;2;100;
30;5;1;30;5;58468;100;5;100;
30;5;1;30;1;6;100;9;19;
30;5;1;30;3;859;100;11;100;
30;5;1;30;3;859;100;0;100;
30;5;1;30;4;7473;100;6;100;
30;5;1;30;3;859;100;12;100;
30;5;1;30;5;58468;100;6;100;
30;5;1;30;4;7473;100;10;100;
30;5;1;30;3;859;100;5;100;
30;5;1;30;1;6;100;6;33;
30;5;1;30;2;86;100;1;100;
30;5;1;30;5;58468;100;7;100;
30;5;1;30;5;58468;100;0;100;
30;5;1;30;4;7473;100;4;100;
30;5;1;30;2;86;100;6;100;
30;5;1;30;4;7473;100;0;100;
30;5;1;30;5;58468;100;3;100;
30;5;1;30;1;6;100;11;12;
30;5;1;30;4;7473;100;11;100;
30;5;1;30;5;58468;100;8;100;
30;5;1;30;3;859;100;7;100;
30;5;1;30;5;58468;100;13;100;
30;5;1;30;2;86;100;8;100;
30;5;1;30;5;58468;100;1;100;
30;5;1;30;5;58468;100;14;100;
30;5;1;30;3;859;100;8;100;
30;5;1;30;4;7473;100;5;100;
30;5;1;30;5;58468;100;2;100;
30;5;1;30;5;58468;100;4;100;
30;5;1;30;5;58468;100;11;100;
30;5;1;30;1;6;100;3;55;
30;5;1;30;2;86;100;9;96;
30;5;1;30;3;859;100;2;100;
30;5;1;30;4;7473;100;1;100;
30;5;1;30;1;6;100;10;10;
30;5;1;30;3;859;100;4;100;
30;5;1;30;3;859;100;9;100;
30;5;1;30;2;86;100;13;66;
30;5;1;30;2;86;100;10;96;
