NumberOfParameters;ValidValues;InvalidValues;ErrorHandlers;Strength;Size;NoOfVariants;IndexOfIncorrectEH;Absolute;
6;2;1;6;2;15;100;2;98;
6;2;1;6;1;3;100;4;22;
6;2;1;6;3;49;100;1;100;
6;2;1;6;2;15;100;3;90;
6;2;1;6;3;49;100;3;100;
6;2;1;6;5;318;100;1;100;
6;2;1;6;4;140;100;4;100;
6;2;1;6;1;3;100;5;12;
6;2;1;6;3;49;100;5;95;
6;2;1;6;5;318;100;4;100;
6;2;1;6;2;15;100;4;72;
6;2;1;6;5;318;100;0;100;
6;2;1;6;3;49;100;4;100;
6;2;1;6;4;140;100;3;100;
6;2;1;6;4;140;100;2;100;
6;2;1;6;1;3;100;0;100;
6;2;1;6;2;15;100;0;100;
6;2;1;6;2;15;100;5;61;
6;2;1;6;3;49;100;0;100;
6;2;1;6;4;140;100;0;100;
6;2;1;6;1;3;100;1;63;
6;2;1;6;5;318;100;2;100;
6;2;1;6;2;15;100;1;100;
6;2;1;6;1;3;100;2;43;
6;2;1;6;4;140;100;1;100;
6;2;1;6;1;3;100;3;30;
6;2;1;6;3;49;100;2;100;
6;2;1;6;4;140;100;5;100;
6;2;1;6;5;318;100;5;100;
6;2;1;6;5;318;100;3;100;
