NumberOfParameters;ValidValues;InvalidValues;ErrorHandlers;Strength;Size;NoOfVariants;IndexOfIncorrectEH;Absolute;
12;1;4;12;5;11889;100;9;0;
12;1;4;12;3;329;100;0;100;
12;1;4;12;1;5;100;11;0;
12;1;4;12;5;11889;100;10;0;
12;1;4;12;4;2068;100;3;100;
12;1;4;12;4;2068;100;7;4;
12;1;4;12;5;11889;100;0;100;
12;1;4;12;2;48;100;11;0;
12;1;4;12;1;5;100;8;0;
12;1;4;12;1;5;100;5;1;
12;1;4;12;3;329;100;4;37;
12;1;4;12;5;11889;100;3;100;
12;1;4;12;4;2068;100;2;100;
12;1;4;12;3;329;100;3;92;
12;1;4;12;1;5;100;0;100;
12;1;4;12;5;11889;100;4;100;
12;1;4;12;2;48;100;5;1;
12;1;4;12;5;11889;100;5;99;
12;1;4;12;3;329;100;11;0;
12;1;4;12;4;2068;100;1;100;
12;1;4;12;1;5;100;4;1;
12;1;4;12;5;11889;100;11;0;
12;1;4;12;5;11889;100;2;100;
12;1;4;12;2;48;100;6;0;
12;1;4;12;3;329;100;8;0;
12;1;4;12;4;2068;100;0;100;
12;1;4;12;1;5;100;3;1;
12;1;4;12;1;5;100;2;8;
12;1;4;12;5;11889;100;1;100;
12;1;4;12;4;2068;100;11;0;
12;1;4;12;1;5;100;6;0;
12;1;4;12;2;48;100;9;0;
12;1;4;12;3;329;100;5;11;
12;1;4;12;5;11889;100;7;14;
12;1;4;12;2;48;100;1;100;
12;1;4;12;1;5;100;10;0;
12;1;4;12;4;2068;100;10;0;
12;1;4;12;2;48;100;4;7;
12;1;4;12;2;48;100;3;25;
12;1;4;12;5;11889;100;8;2;
12;1;4;12;4;2068;100;9;0;
12;1;4;12;3;329;100;1;100;
12;1;4;12;3;329;100;7;0;
12;1;4;12;3;329;100;6;1;
12;1;4;12;2;48;100;7;0;
12;1;4;12;4;2068;100;6;10;
12;1;4;12;5;11889;100;6;46;
12;1;4;12;4;2068;100;4;94;
12;1;4;12;4;2068;100;5;40;
12;1;4;12;2;48;100;10;0;
12;1;4;12;4;2068;100;8;0;
12;1;4;12;2;48;100;2;89;
12;1;4;12;2;48;100;0;100;
12;1;4;12;3;329;100;9;0;
12;1;4;12;2;48;100;8;0;
12;1;4;12;3;329;100;10;0;
12;1;4;12;3;329;100;2;100;
12;1;4;12;1;5;100;1;87;
12;1;4;12;1;5;100;9;0;
12;1;4;12;1;5;100;7;0;
