NumberOfParameters;ValidValues;InvalidValues;ErrorHandlers;Strength;Size;NoOfVariants;IndexOfIncorrectEH;Absolute;
30;1;5;30;5;58468;100;12;0;
30;1;5;30;5;58468;100;5;100;
30;1;5;30;5;58468;100;7;15;
30;1;5;30;2;86;100;11;0;
30;1;5;30;3;859;100;11;0;
30;1;5;30;1;6;100;7;0;
30;1;5;30;4;7473;100;9;0;
30;1;5;30;4;7473;100;7;1;
30;1;5;30;2;86;100;8;0;
30;1;5;30;5;58468;100;4;100;
30;1;5;30;2;86;100;13;0;
30;1;5;30;2;86;100;12;0;
30;1;5;30;1;6;100;0;100;
30;1;5;30;1;6;100;8;0;
30;1;5;30;3;859;100;3;99;
30;1;5;30;2;86;100;1;100;
30;1;5;30;1;6;100;12;0;
30;1;5;30;3;859;100;6;3;
30;1;5;30;2;86;100;3;29;
30;1;5;30;1;6;100;13;0;
30;1;5;30;2;86;100;4;2;
30;1;5;30;1;6;100;14;0;
30;1;5;30;1;6;100;6;0;
30;1;5;30;2;86;100;0;100;
30;1;5;30;3;859;100;1;100;
30;1;5;30;3;859;100;0;100;
30;1;5;30;3;859;100;9;0;
30;1;5;30;2;86;100;14;0;
30;1;5;30;5;58468;100;13;0;
30;1;5;30;3;859;100;13;0;
30;1;5;30;5;58468;100;0;100;
30;1;5;30;4;7473;100;13;0;
30;1;5;30;5;58468;100;9;1;
30;1;5;30;1;6;100;10;0;
30;1;5;30;2;86;100;6;0;
30;1;5;30;5;58468;100;6;68;
30;1;5;30;1;6;100;5;0;
30;1;5;30;2;86;100;10;0;
30;1;5;30;4;7473;100;3;100;
30;1;5;30;3;859;100;7;0;
30;1;5;30;4;7473;100;5;59;
30;1;5;30;1;6;100;1;87;
30;1;5;30;3;859;100;8;0;
30;1;5;30;1;6;100;3;2;
30;1;5;30;4;7473;100;4;100;
30;1;5;30;1;6;100;2;16;
30;1;5;30;5;58468;100;1;100;
30;1;5;30;2;86;100;5;0;
30;1;5;30;5;58468;100;2;100;
30;1;5;30;4;7473;100;11;0;
30;1;5;30;4;7473;100;8;1;
30;1;5;30;5;58468;100;10;0;
30;1;5;30;2;86;100;2;97;
30;1;5;30;1;6;100;11;0;
30;1;5;30;5;58468;100;11;0;
30;1;5;30;5;58468;100;14;0;
30;1;5;30;4;7473;100;6;10;
30;1;5;30;3;859;100;4;43;
30;1;5;30;4;7473;100;14;0;
30;1;5;30;4;7473;100;12;0;
30;1;5;30;3;859;100;10;0;
30;1;5;30;1;6;100;9;0;
30;1;5;30;5;58468;100;3;100;
30;1;5;30;3;859;100;12;0;
30;1;5;30;4;7473;100;10;0;
30;1;5;30;3;859;100;5;7;
30;1;5;30;1;6;100;4;0;
30;1;5;30;4;7473;100;1;100;
30;1;5;30;3;859;100;2;100;
30;1;5;30;4;7473;100;2;100;
30;1;5;30;2;86;100;7;0;
30;1;5;30;4;7473;100;0;100;
30;1;5;30;5;58468;100;8;0;
