NumberOfParameters;ValidValues;InvalidValues;ErrorHandlers;Strength;Size;NoOfVariants;IndexOfIncorrectEH;Absolute;
30;1;2;30;3;106;100;16;0;
30;1;2;30;4;446;100;14;0;
30;1;2;30;4;446;100;9;2;
30;1;2;30;1;3;100;17;0;
30;1;2;30;5;1715;100;0;100;
30;1;2;30;2;23;100;19;0;
30;1;2;30;5;1715;100;15;0;
30;1;2;30;2;23;100;17;0;
30;1;2;30;5;1715;100;4;100;
30;1;2;30;4;446;100;10;1;
30;1;2;30;1;3;100;29;0;
30;1;2;30;2;23;100;27;0;
30;1;2;30;2;23;100;7;0;
30;1;2;30;4;446;100;1;100;
30;1;2;30;3;106;100;15;0;
30;1;2;30;4;446;100;5;72;
30;1;2;30;1;3;100;26;0;
30;1;2;30;2;23;100;8;0;
30;1;2;30;4;446;100;13;0;
30;1;2;30;5;1715;100;5;100;
30;1;2;30;3;106;100;20;0;
30;1;2;30;1;3;100;8;0;
30;1;2;30;2;23;100;21;0;
